,from,from_rounded,from_location,to_haven,trip_ID,vessel_mmsi,geometry
23948,2022-12-26 15:06:27+00:00,2022-12-26 15:00:00+00:00,"[4.1183, 51.96636]",4PET,13705,248374000,POINT (4.1183 51.96636)
23949,2022-12-26 15:21:35+00:00,2022-12-26 15:00:00+00:00,"[4.2928, 51.89645]",3PET,13706,256770000,POINT (4.2928 51.89645)
23950,2022-12-26 15:06:30+00:00,2022-12-26 15:00:00+00:00,"[4.15249, 51.95219]",CKVTTI,13707,538005551,POINT (4.15249 51.95219)
23953,2022-12-26 16:17:38+00:00,2022-12-26 16:00:00+00:00,"[4.40005, 51.89216]",PWAH,13709,255805553,POINT (4.40005 51.89216)
23954,2022-12-26 16:05:03+00:00,2022-12-26 16:00:00+00:00,"[4.17449, 51.94158]",CKVTTI,13710,538006810,POINT (4.17449 51.94158)
23955,2022-12-26 15:57:17+00:00,2022-12-26 16:00:00+00:00,"[4.15706, 51.94985]",CKVTTI,13710,538006810,POINT (4.15706 51.94985)
23956,2022-12-26 15:36:57+00:00,2022-12-26 16:00:00+00:00,"[4.14933, 51.95367]",CKVTTI,13711,257099000,POINT (4.14933 51.95367)
23957,2022-12-26 15:31:16+00:00,2022-12-26 16:00:00+00:00,"[4.1395, 51.95817]",CKVTTI,13711,257099000,POINT (4.1395 51.95817)
23968,2022-12-26 19:05:01+00:00,2022-12-26 19:00:00+00:00,"[4.39201, 51.89597]",BEAT,13719,538003379,POINT (4.39201 51.89597)
23969,2022-12-26 18:59:56+00:00,2022-12-26 19:00:00+00:00,"[4.37851, 51.89757]",BEAT,13719,538003379,POINT (4.37851 51.89757)
23972,2022-12-26 19:55:20+00:00,2022-12-26 20:00:00+00:00,"[4.07313, 51.98059]",EURO,13722,256767000,POINT (4.07313 51.98059)
23973,2022-12-26 19:55:14+00:00,2022-12-26 20:00:00+00:00,"[4.07313, 51.98059]",EURO,13722,256767000,POINT (4.07313 51.98059)
23976,2022-12-26 20:46:19+00:00,2022-12-26 21:00:00+00:00,"[4.05715, 51.98478]",6PET,13724,538004255,POINT (4.05715 51.98478)
23977,2022-12-26 20:56:31+00:00,2022-12-26 21:00:00+00:00,"[4.08353, 51.97587]",6PET,13724,538004255,POINT (4.08353 51.97587)
23978,2022-12-26 22:17:59+00:00,2022-12-26 22:00:00+00:00,"[4.39327, 51.89677]",WAAL,13725,314496000,POINT (4.39327 51.89677)
23979,2022-12-26 22:23:10+00:00,2022-12-26 22:00:00+00:00,"[4.40458, 51.89845]",WAAL,13725,314496000,POINT (4.40458 51.89845)
23980,2022-12-26 21:11:28+00:00,2022-12-26 21:00:00+00:00,"[4.08597, 51.97497]",AMALIA,13726,219101000,POINT (4.08597 51.97497)
23981,2022-12-26 21:11:43+00:00,2022-12-26 21:00:00+00:00,"[4.08597, 51.97497]",AMALIA,13726,219101000,POINT (4.08597 51.97497)
23982,2022-12-26 22:33:15+00:00,2022-12-26 23:00:00+00:00,"[4.40328, 51.8982]",WAAL,13727,477973000,POINT (4.40328 51.8982)
23983,2022-12-26 22:28:09+00:00,2022-12-26 22:00:00+00:00,"[4.39286, 51.89664]",WAAL,13727,477973000,POINT (4.39286 51.89664)
23984,2022-12-26 22:28:12+00:00,2022-12-26 22:00:00+00:00,"[4.0772, 51.97901]",AMAZ,13728,304474000,POINT (4.0772 51.97901)
23985,2022-12-26 21:57:17+00:00,2022-12-26 22:00:00+00:00,"[4.06078, 51.98426]",LNG,13729,311038700,POINT (4.06078 51.98426)
23986,2022-12-26 22:05:10+00:00,2022-12-26 22:00:00+00:00,"[4.07405, 51.98032]",LNG,13729,311038700,POINT (4.07405 51.98032)
23987,2022-12-26 21:57:15+00:00,2022-12-26 22:00:00+00:00,"[4.06078, 51.98426]",LNG,13729,311038700,POINT (4.06078 51.98426)
23988,2022-12-26 22:02:20+00:00,2022-12-26 22:00:00+00:00,"[4.06936, 51.98173]",LNG,13729,311038700,POINT (4.06936 51.98173)
23989,2022-12-26 22:53:45+00:00,2022-12-26 23:00:00+00:00,"[4.0721, 51.98134]",SCHEUR,13730,248005000,POINT (4.0721 51.98134)
23990,2022-12-26 22:53:46+00:00,2022-12-26 23:00:00+00:00,"[4.0721, 51.98134]",SCHEUR,13730,248005000,POINT (4.0721 51.98134)
23991,2022-12-26 22:58:50+00:00,2022-12-26 23:00:00+00:00,"[4.08461, 51.97761]",SCHEUR,13730,248005000,POINT (4.08461 51.97761)
23993,2022-12-26 23:24:06+00:00,2022-12-26 23:00:00+00:00,"[4.42393, 51.902]",WAAL,13732,538005202,POINT (4.42393 51.902)
23994,2022-12-26 23:24:11+00:00,2022-12-26 23:00:00+00:00,"[4.42393, 51.902]",WAAL,13732,538005202,POINT (4.42393 51.902)
23995,2022-12-26 23:14:08+00:00,2022-12-26 23:00:00+00:00,"[4.3324, 51.8936]",1PET,13733,538005129,POINT (4.3324 51.8936)
23996,2022-12-26 23:03:44+00:00,2022-12-26 23:00:00+00:00,"[4.30937, 51.8941]",1PET,13733,538005129,POINT (4.30937 51.8941)
23997,2022-12-26 23:39:16+00:00,2022-12-27 00:00:00+00:00,"[4.28731, 51.89803]",3PET,13734,266421000,POINT (4.28731 51.89803)
23998,2022-12-27 00:30:08+00:00,2022-12-27 01:00:00+00:00,"[4.42611, 51.90189]",WAAL,13735,231356000,POINT (4.42611 51.90189)
23999,2022-12-26 23:49:21+00:00,2022-12-27 00:00:00+00:00,"[4.08083, 51.97696]",EURO,13736,564057000,POINT (4.08083 51.97696)
24000,2022-12-26 20:41:04+00:00,2022-12-26 21:00:00+00:00,"[4.20322, 51.92215]",7PET,13737,636020369,POINT (4.20322 51.92215)
24001,2022-12-26 20:41:16+00:00,2022-12-26 21:00:00+00:00,"[4.20322, 51.92215]",7PET,13737,636020369,POINT (4.20322 51.92215)
24002,2022-12-26 21:26:50+00:00,2022-12-26 21:00:00+00:00,"[4.07271, 51.96693]",7PET,13737,636020369,POINT (4.07271 51.96693)
24007,2022-12-27 01:05:22+00:00,2022-12-27 01:00:00+00:00,"[4.3112, 51.89462]",NMBOT,13740,538005551,POINT (4.3112 51.89462)
24008,2022-12-27 01:10:26+00:00,2022-12-27 01:00:00+00:00,"[4.33116, 51.89385]",NMBOT,13740,538005551,POINT (4.33116 51.89385)
24026,2022-12-27 04:48:36+00:00,2022-12-27 05:00:00+00:00,"[4.27831, 51.90033]",SCHK,13752,311104000,POINT (4.27831 51.90033)
24027,2022-12-27 04:43:46+00:00,2022-12-27 05:00:00+00:00,"[4.27902, 51.90009]",STLAU,13753,538009859,POINT (4.27902 51.90009)
24028,2022-12-27 04:43:49+00:00,2022-12-27 05:00:00+00:00,"[4.27902, 51.90009]",STLAU,13753,538009859,POINT (4.27902 51.90009)
24032,2022-12-27 05:54:56+00:00,2022-12-27 06:00:00+00:00,"[4.38663, 51.89662]",NMSTAD,13756,636011527,POINT (4.38663 51.89662)
24033,2022-12-27 05:54:59+00:00,2022-12-27 06:00:00+00:00,"[4.38663, 51.89662]",IJSS,13756,636011527,POINT (4.38663 51.89662)
24036,2022-12-27 07:20:53+00:00,2022-12-27 07:00:00+00:00,"[4.06395, 51.98355]",EURO,13758,636017000,POINT (4.06395 51.98355)
24037,2022-12-27 07:30:51+00:00,2022-12-27 08:00:00+00:00,"[4.08544, 51.97392]",EURO,13758,636017000,POINT (4.08544 51.97392)
24041,2022-12-27 06:24:59+00:00,2022-12-27 06:00:00+00:00,"[4.12242, 51.96579]",7PET,13761,538008947,POINT (4.12242 51.96579)
24042,2022-12-27 06:30:00+00:00,2022-12-27 06:00:00+00:00,"[4.13543, 51.96015]",7PET,13761,538008947,POINT (4.13543 51.96015)
24043,2022-12-27 06:29:55+00:00,2022-12-27 06:00:00+00:00,"[4.13543, 51.96015]",7PET,13761,538008947,POINT (4.13543 51.96015)
24051,2022-12-27 13:25:14+00:00,2022-12-27 13:00:00+00:00,"[4.16094, 51.94855]",CK7PET,13766,636017335,POINT (4.16094 51.94855)
24052,2022-12-27 12:54:59+00:00,2022-12-27 13:00:00+00:00,"[4.17848, 51.93961]",7PET,13767,636015943,POINT (4.17848 51.93961)
24053,2022-12-27 12:55:01+00:00,2022-12-27 13:00:00+00:00,"[4.17848, 51.93961]",7PET,13767,636015943,POINT (4.17848 51.93961)
24062,2022-12-27 13:35:11+00:00,2022-12-27 14:00:00+00:00,"[4.06877, 51.98209]",PET8,13773,538008919,POINT (4.06877 51.98209)
24063,2022-12-27 13:35:13+00:00,2022-12-27 14:00:00+00:00,"[4.06877, 51.98209]",PET8,13773,538008919,POINT (4.06877 51.98209)
24064,2022-12-27 14:01:11+00:00,2022-12-27 14:00:00+00:00,"[4.06997, 51.96607]",PET8,13773,538008919,POINT (4.06997 51.96607)
24067,2022-12-27 15:02:01+00:00,2022-12-27 15:00:00+00:00,"[4.30224, 51.89408]",3PET,13775,219624000,POINT (4.30224 51.89408)
24068,2022-12-27 15:17:20+00:00,2022-12-27 15:00:00+00:00,"[4.12933, 51.96157]",4PET,13776,538007362,POINT (4.12933 51.96157)
24073,2022-12-27 15:58:11+00:00,2022-12-27 16:00:00+00:00,"[4.1461, 51.95508]",5PET,13779,314445000,POINT (4.1461 51.95508)
24077,2022-12-27 15:27:41+00:00,2022-12-27 15:00:00+00:00,"[4.07829, 51.97894]",MISS,13781,373122000,POINT (4.07829 51.97894)
24078,2022-12-27 15:22:13+00:00,2022-12-27 15:00:00+00:00,"[4.06547, 51.98312]",MISS,13781,373122000,POINT (4.06547 51.98312)
24079,2022-12-27 15:22:22+00:00,2022-12-27 15:00:00+00:00,"[4.06547, 51.98312]",MISS,13781,373122000,POINT (4.06547 51.98312)
24080,2022-12-27 16:03:04+00:00,2022-12-27 16:00:00+00:00,"[4.29549, 51.89659]",STLAU,13782,371737000,POINT (4.29549 51.89659)
24084,2022-12-27 15:32:23+00:00,2022-12-27 16:00:00+00:00,"[4.06723, 51.98237]",AMALIA,13785,219018692,POINT (4.06723 51.98237)
24085,2022-12-27 15:32:43+00:00,2022-12-27 16:00:00+00:00,"[4.06723, 51.98237]",AMALIA,13785,219018692,POINT (4.06723 51.98237)
24086,2022-12-27 16:59:10+00:00,2022-12-27 17:00:00+00:00,"[4.06459, 51.96612]",YANG,13786,229191000,POINT (4.06459 51.96612)
24087,2022-12-27 17:14:13+00:00,2022-12-27 17:00:00+00:00,"[4.0413, 51.97125]",YANG,13786,229191000,POINT (4.0413 51.97125)
24089,2022-12-27 17:19:27+00:00,2022-12-27 17:00:00+00:00,"[4.0729, 51.98067]",SCHEUR,13788,538009129,POINT (4.0729 51.98067)
24090,2022-12-27 17:14:19+00:00,2022-12-27 17:00:00+00:00,"[4.05614, 51.98593]",SCHEUR,13788,538009129,POINT (4.05614 51.98593)
24091,2022-12-27 17:04:13+00:00,2022-12-27 17:00:00+00:00,"[4.06889, 51.98226]",EURO,13789,219102000,POINT (4.06889 51.98226)
24092,2022-12-27 17:09:14+00:00,2022-12-27 17:00:00+00:00,"[4.08127, 51.97693]",EURO,13789,219102000,POINT (4.08127 51.97693)
24093,2022-12-27 17:29:40+00:00,2022-12-27 17:00:00+00:00,"[4.29504, 51.89628]",3PET,13790,538002583,POINT (4.29504 51.89628)
24101,2022-12-27 18:09:55+00:00,2022-12-27 18:00:00+00:00,"[4.28642, 51.89831]",STLAU,13795,563114800,POINT (4.28642 51.89831)
24102,2022-12-27 18:04:59+00:00,2022-12-27 18:00:00+00:00,"[4.26993, 51.90368]",STLAU,13795,563114800,POINT (4.26993 51.90368)
24103,2022-12-27 18:55:52+00:00,2022-12-27 19:00:00+00:00,"[4.08682, 51.96992]",6PET,13796,235093299,POINT (4.08682 51.96992)
24104,2022-12-27 16:08:09+00:00,2022-12-27 16:00:00+00:00,"[4.15863, 51.94931]",5PET,13797,311000743,POINT (4.15863 51.94931)
24105,2022-12-27 16:08:13+00:00,2022-12-27 16:00:00+00:00,"[4.15863, 51.94931]",5PET,13797,311000743,POINT (4.15863 51.94931)
24106,2022-12-27 16:08:01+00:00,2022-12-27 16:00:00+00:00,"[4.07132, 51.98142]",5PET,13797,311000743,POINT (4.07132 51.98142)
24107,2022-12-27 16:08:14+00:00,2022-12-27 16:00:00+00:00,"[4.07132, 51.98142]",5PET,13797,311000743,POINT (4.07132 51.98142)
24121,2022-12-27 21:08:43+00:00,2022-12-27 21:00:00+00:00,"[4.31496, 51.89374]",PWAH,13807,538002955,POINT (4.31496 51.89374)
24122,2022-12-27 21:23:54+00:00,2022-12-27 21:00:00+00:00,"[4.36274, 51.89899]",PWAH,13807,538002955,POINT (4.36274 51.89899)
24123,2022-12-27 22:54:58+00:00,2022-12-27 23:00:00+00:00,"[4.28721, 51.89788]",3PET,13808,564057000,POINT (4.28721 51.89788)
24124,2022-12-27 21:54:09+00:00,2022-12-27 22:00:00+00:00,"[4.13308, 51.96078]",7PET,13809,257032850,POINT (4.13308 51.96078)
24125,2022-12-27 21:59:03+00:00,2022-12-27 22:00:00+00:00,"[4.14554, 51.95544]",7PET,13809,257032850,POINT (4.14554 51.95544)
24126,2022-12-27 23:04:58+00:00,2022-12-27 23:00:00+00:00,"[4.34378, 51.89539]",2PET,13810,248127000,POINT (4.34378 51.89539)
24131,2022-12-28 01:06:22+00:00,2022-12-28 01:00:00+00:00,"[4.00986, 51.9765]",YANG,13814,210008000,POINT (4.00986 51.9765)
24134,2022-12-28 00:46:14+00:00,2022-12-28 01:00:00+00:00,"[4.05118, 51.98785]",PET8,13816,255806025,POINT (4.05118 51.98785)
24135,2022-12-28 00:46:20+00:00,2022-12-28 01:00:00+00:00,"[4.05118, 51.98785]",PET8,13816,255806025,POINT (4.05118 51.98785)
24136,2022-12-28 00:46:16+00:00,2022-12-28 01:00:00+00:00,"[4.05118, 51.98785]",PET8,13816,255806025,POINT (4.05118 51.98785)
24143,2022-12-27 23:09:47+00:00,2022-12-27 23:00:00+00:00,"[4.10353, 51.97179]",5PET,13821,636018114,POINT (4.10353 51.97179)
24144,2022-12-27 23:09:58+00:00,2022-12-27 23:00:00+00:00,"[4.10353, 51.97179]",5PET,13821,636018114,POINT (4.10353 51.97179)
24145,2022-12-27 23:09:58+00:00,2022-12-27 23:00:00+00:00,"[4.10353, 51.97179]",5PET,13821,636018114,POINT (4.10353 51.97179)
24146,2022-12-27 23:09:56+00:00,2022-12-27 23:00:00+00:00,"[4.10353, 51.97179]",5PET,13821,636018114,POINT (4.10353 51.97179)
24149,2022-12-28 00:05:17+00:00,2022-12-28 00:00:00+00:00,"[4.1608, 51.94772]",5PET,13823,636018114,POINT (4.1608 51.94772)
24150,2022-12-28 03:33:55+00:00,2022-12-28 04:00:00+00:00,"[4.29332, 51.89689]",1PET,13824,352978182,POINT (4.29332 51.89689)
24151,2022-12-28 03:33:58+00:00,2022-12-28 04:00:00+00:00,"[4.29332, 51.89689]",1PET,13824,352978182,POINT (4.29332 51.89689)
24152,2022-12-28 03:34:00+00:00,2022-12-28 04:00:00+00:00,"[4.07284, 51.9807]",EURO,13825,249202000,POINT (4.07284 51.9807)
24153,2022-12-28 03:29:00+00:00,2022-12-28 03:00:00+00:00,"[4.05736, 51.98551]",EURO,13825,249202000,POINT (4.05736 51.98551)
24160,2022-12-28 05:14:58+00:00,2022-12-28 05:00:00+00:00,"[4.08136, 51.97694]",EURO,13829,354530000,POINT (4.08136 51.97694)
24161,2022-12-28 05:14:58+00:00,2022-12-28 05:00:00+00:00,"[4.08136, 51.97694]",EURO,13829,354530000,POINT (4.08136 51.97694)
24165,2022-12-28 06:31:10+00:00,2022-12-28 07:00:00+00:00,"[4.08539, 51.97647]",6PET,13832,257436000,POINT (4.08539 51.97647)
24166,2022-12-28 05:50:12+00:00,2022-12-28 06:00:00+00:00,"[4.16067, 51.94806]",7PET,13833,257444000,POINT (4.16067 51.94806)
24167,2022-12-28 05:50:20+00:00,2022-12-28 06:00:00+00:00,"[4.16067, 51.94806]",7PET,13833,257444000,POINT (4.16067 51.94806)
24168,2022-12-28 06:26:07+00:00,2022-12-28 06:00:00+00:00,"[4.34513, 51.89575]",VULK,13834,219234000,POINT (4.34513 51.89575)
24169,2022-12-28 06:00:17+00:00,2022-12-28 06:00:00+00:00,"[4.17153, 51.94303]",BRITH,13835,249671000,POINT (4.17153 51.94303)
24170,2022-12-28 05:55:14+00:00,2022-12-28 06:00:00+00:00,"[4.14502, 51.95582]",BRITH,13835,249671000,POINT (4.14502 51.95582)
24173,2022-12-28 07:07:04+00:00,2022-12-28 07:00:00+00:00,"[4.11192, 51.96837]",BENE,13837,311062900,POINT (4.11192 51.96837)
24174,2022-12-28 07:05:18+00:00,2022-12-28 07:00:00+00:00,"[4.09492, 51.98072]",NW HVH,13838,235080274,POINT (4.09492 51.98072)
24175,2022-12-28 06:31:18+00:00,2022-12-28 07:00:00+00:00,"[4.27768, 51.90101]",CHEM,13839,235068963,POINT (4.27768 51.90101)
24176,2022-12-28 07:47:35+00:00,2022-12-28 08:00:00+00:00,"[4.21119, 51.92125]",BRITH,13840,248743000,POINT (4.21119 51.92125)
24177,2022-12-28 07:42:28+00:00,2022-12-28 08:00:00+00:00,"[4.20601, 51.92287]",BRITH,13840,248743000,POINT (4.20601 51.92287)
24186,2022-12-28 09:35:11+00:00,2022-12-28 10:00:00+00:00,"[4.07676, 51.97945]",AMAZ,13846,477043200,POINT (4.07676 51.97945)
24187,2022-12-28 09:33:58+00:00,2022-12-28 10:00:00+00:00,"[4.06709, 51.98217]",AMAZ,13846,477043200,POINT (4.06709 51.98217)
24196,2022-12-28 12:35:12+00:00,2022-12-28 13:00:00+00:00,"[4.0487, 51.968]",EURO,13852,209248000,POINT (4.0487 51.968)
24199,2022-12-28 11:35:04+00:00,2022-12-28 12:00:00+00:00,"[4.09948, 51.97352]",CKVTTI,13854,224444000,POINT (4.09948 51.97352)
24200,2022-12-28 11:20:06+00:00,2022-12-28 11:00:00+00:00,"[4.0611, 51.98431]",CKVTTI,13854,224444000,POINT (4.0611 51.98431)
24201,2022-12-28 11:40:20+00:00,2022-12-28 12:00:00+00:00,"[4.11154, 51.96973]",CKVTTI,13854,224444000,POINT (4.11154 51.96973)
24202,2022-12-28 11:30:18+00:00,2022-12-28 12:00:00+00:00,"[4.08651, 51.97733]",CKVTTI,13854,224444000,POINT (4.08651 51.97733)
24203,2022-12-28 12:41:43+00:00,2022-12-28 13:00:00+00:00,"[4.06463, 51.98304]",YANG,13855,477108100,POINT (4.06463 51.98304)
24204,2022-12-28 12:36:36+00:00,2022-12-28 13:00:00+00:00,"[4.05223, 51.98776]",YANG,13855,477108100,POINT (4.05223 51.98776)
24205,2022-12-28 12:41:40+00:00,2022-12-28 13:00:00+00:00,"[4.06463, 51.98304]",YANG,13855,477108100,POINT (4.06463 51.98304)
24206,2022-12-28 13:33:00+00:00,2022-12-28 14:00:00+00:00,"[4.32244, 51.89419]",2PET,13856,220498000,POINT (4.32244 51.89419)
24207,2022-12-28 13:35:14+00:00,2022-12-28 14:00:00+00:00,"[4.3295, 51.89398]",2PET,13856,220498000,POINT (4.3295 51.89398)
24208,2022-12-28 13:22:30+00:00,2022-12-28 13:00:00+00:00,"[4.05648, 51.9665]",AMALIA,13857,255806505,POINT (4.05648 51.9665)
24209,2022-12-28 14:03:03+00:00,2022-12-28 14:00:00+00:00,"[4.1555, 51.95117]",7PET,13858,538003460,POINT (4.1555 51.95117)
24210,2022-12-28 14:13:39+00:00,2022-12-28 14:00:00+00:00,"[4.18017, 51.939]",7PET,13858,538003460,POINT (4.18017 51.939)
24212,2022-12-28 14:28:50+00:00,2022-12-28 14:00:00+00:00,"[4.08616, 51.96636]",AMALIA,13860,636019673,POINT (4.08616 51.96636)
24213,2022-12-28 14:23:47+00:00,2022-12-28 14:00:00+00:00,"[4.08305, 51.97594]",AMALIA,13860,636019673,POINT (4.08305 51.97594)
24216,2022-12-28 12:35:12+00:00,2022-12-28 13:00:00+00:00,"[4.03862, 51.97077]",AMALIA,13862,566882000,POINT (4.03862 51.97077)
24217,2022-12-28 12:31:40+00:00,2022-12-28 13:00:00+00:00,"[4.03862, 51.97077]",AMALIA,13862,566882000,POINT (4.03862 51.97077)
24218,2022-12-28 12:26:32+00:00,2022-12-28 12:00:00+00:00,"[4.05572, 51.98629]",AMALIA,13862,566882000,POINT (4.05572 51.98629)
24219,2022-12-28 14:39:09+00:00,2022-12-28 15:00:00+00:00,"[4.14522, 51.96425]",1WH,13863,370126000,POINT (4.14522 51.96425)
24220,2022-12-28 15:19:59+00:00,2022-12-28 15:00:00+00:00,"[4.27433, 51.90182]",1WH,13863,370126000,POINT (4.27433 51.90182)
24222,2022-12-28 16:05:11+00:00,2022-12-28 16:00:00+00:00,"[4.05848, 51.96701]",YANG,13865,210017000,POINT (4.05848 51.96701)
24230,2022-12-28 16:51:09+00:00,2022-12-28 17:00:00+00:00,"[4.06396, 51.96462]",YANG,13870,215079000,POINT (4.06396 51.96462)
24231,2022-12-28 16:51:12+00:00,2022-12-28 17:00:00+00:00,"[4.06396, 51.96462]",YANG,13870,215079000,POINT (4.06396 51.96462)
24232,2022-12-28 16:15:50+00:00,2022-12-28 16:00:00+00:00,"[4.06579, 51.9829]",MISS,13871,352055000,POINT (4.06579 51.9829)
24233,2022-12-28 16:20:42+00:00,2022-12-28 16:00:00+00:00,"[4.07768, 51.97901]",MISS,13871,352055000,POINT (4.07768 51.97901)
24234,2022-12-28 16:15:52+00:00,2022-12-28 16:00:00+00:00,"[4.06579, 51.9829]",MISS,13871,352055000,POINT (4.06579 51.9829)
24241,2022-12-28 17:41:54+00:00,2022-12-28 18:00:00+00:00,"[4.00526, 51.97909]",AMALIA,13875,255805899,POINT (4.00526 51.97909)
24243,2022-12-28 17:11:42+00:00,2022-12-28 17:00:00+00:00,"[4.34064, 51.89518]",2PET,13877,636020452,POINT (4.34064 51.89518)
24244,2022-12-28 17:16:27+00:00,2022-12-28 17:00:00+00:00,"[4.35446, 51.89766]",2PET,13877,636020452,POINT (4.35446 51.89766)
24247,2022-12-28 18:17:10+00:00,2022-12-28 18:00:00+00:00,"[4.06827, 51.98167]",AMAZ,13879,563048400,POINT (4.06827 51.98167)
24248,2022-12-28 18:17:20+00:00,2022-12-28 18:00:00+00:00,"[4.06827, 51.98167]",AMAZ,13879,563048400,POINT (4.06827 51.98167)
24251,2022-12-28 18:32:16+00:00,2022-12-28 19:00:00+00:00,"[4.28919, 51.89735]",CHEM,13881,235104739,POINT (4.28919 51.89735)
24254,2022-12-28 18:53:09+00:00,2022-12-28 19:00:00+00:00,"[4.16493, 51.94592]",CK7PET,13883,244363000,POINT (4.16493 51.94592)
24261,2022-12-28 21:29:54+00:00,2022-12-28 21:00:00+00:00,"[4.07186, 51.98118]",YANG,13887,636019174,POINT (4.07186 51.98118)
24262,2022-12-28 21:25:01+00:00,2022-12-28 21:00:00+00:00,"[4.05871, 51.98502]",YANG,13887,636019174,POINT (4.05871 51.98502)
24263,2022-12-28 21:29:46+00:00,2022-12-28 21:00:00+00:00,"[4.07186, 51.98118]",YANG,13887,636019174,POINT (4.07186 51.98118)
24264,2022-12-28 21:24:59+00:00,2022-12-28 21:00:00+00:00,"[4.05871, 51.98502]",YANG,13887,636019174,POINT (4.05871 51.98502)
24265,2022-12-28 22:05:17+00:00,2022-12-28 22:00:00+00:00,"[4.06178, 51.9637]",YANG,13888,255806464,POINT (4.06178 51.9637)
24266,2022-12-28 22:15:50+00:00,2022-12-28 22:00:00+00:00,"[4.28517, 51.89817]",3PET,13889,258858000,POINT (4.28517 51.89817)
24271,2022-12-28 21:55:20+00:00,2022-12-28 22:00:00+00:00,"[4.14218, 51.9575]",7PET,13893,311000466,POINT (4.14218 51.9575)
24272,2022-12-28 22:00:13+00:00,2022-12-28 22:00:00+00:00,"[4.15624, 51.95092]",7PET,13893,311000466,POINT (4.15624 51.95092)
24273,2022-12-28 22:15:58+00:00,2022-12-28 22:00:00+00:00,"[4.35166, 51.89752]",PWAH,13894,210134000,POINT (4.35166 51.89752)
24274,2022-12-28 22:15:56+00:00,2022-12-28 22:00:00+00:00,"[4.35166, 51.89752]",PWAH,13894,210134000,POINT (4.35166 51.89752)
24275,2022-12-28 23:46:56+00:00,2022-12-29 00:00:00+00:00,"[4.07349, 51.98065]",AMAZ,13895,212963000,POINT (4.07349 51.98065)
24276,2022-12-29 00:12:21+00:00,2022-12-29 00:00:00+00:00,"[4.4067, 51.88086]",PWAH,13896,255806505,POINT (4.4067 51.88086)
24280,2022-12-28 23:35:15+00:00,2022-12-29 00:00:00+00:00,"[4.05518, 51.9863]",EURO,13898,219095000,POINT (4.05518 51.9863)
24281,2022-12-28 23:36:54+00:00,2022-12-29 00:00:00+00:00,"[4.06171, 51.98458]",EURO,13898,219095000,POINT (4.06171 51.98458)
24286,2022-12-29 02:59:57+00:00,2022-12-29 03:00:00+00:00,"[4.40979, 51.88206]",BEAT,13901,636020533,POINT (4.40979 51.88206)
24287,2022-12-29 03:25:19+00:00,2022-12-29 03:00:00+00:00,"[4.33515, 51.89418]",VULK,13902,277548000,POINT (4.33515 51.89418)
24291,2022-12-29 02:19:19+00:00,2022-12-29 02:00:00+00:00,"[4.06905, 51.98129]",6PET,13905,538007390,POINT (4.06905 51.98129)
24292,2022-12-29 02:19:17+00:00,2022-12-29 02:00:00+00:00,"[4.06905, 51.98129]",6PET,13905,538007390,POINT (4.06905 51.98129)
24293,2022-12-29 02:59:52+00:00,2022-12-29 03:00:00+00:00,"[4.06856, 51.98219]",EURO,13906,255805891,POINT (4.06856 51.98219)
24294,2022-12-29 03:15:03+00:00,2022-12-29 03:00:00+00:00,"[4.08231, 51.96156]",EURO,13906,255805891,POINT (4.08231 51.96156)
24295,2022-12-29 02:59:55+00:00,2022-12-29 03:00:00+00:00,"[4.06856, 51.98219]",EURO,13906,255805891,POINT (4.06856 51.98219)
24300,2022-12-29 04:15:57+00:00,2022-12-29 04:00:00+00:00,"[4.27709, 51.90112]",3PET,13909,636019199,POINT (4.27709 51.90112)
24301,2022-12-29 04:15:55+00:00,2022-12-29 04:00:00+00:00,"[4.27709, 51.90112]",3PET,13909,636019199,POINT (4.27709 51.90112)
24305,2022-12-29 04:26:08+00:00,2022-12-29 04:00:00+00:00,"[4.08021, 51.97732]",EURO,13913,356205000,POINT (4.08021 51.97732)
24306,2022-12-29 04:26:04+00:00,2022-12-29 04:00:00+00:00,"[4.08021, 51.97732]",EURO,13913,356205000,POINT (4.08021 51.97732)
24307,2022-12-29 04:35:20+00:00,2022-12-29 05:00:00+00:00,"[4.07139, 51.98089]",PET8,13914,311027700,POINT (4.07139 51.98089)
24308,2022-12-29 04:36:12+00:00,2022-12-29 05:00:00+00:00,"[4.07348, 51.98025]",PET8,13914,311027700,POINT (4.07348 51.98025)
24309,2022-12-29 05:31:57+00:00,2022-12-29 06:00:00+00:00,"[4.31255, 51.89391]",1PET,13915,538005215,POINT (4.31255 51.89391)
24310,2022-12-29 05:26:59+00:00,2022-12-29 05:00:00+00:00,"[4.29925, 51.89582]",1PET,13915,538005215,POINT (4.29925 51.89582)
24311,2022-12-29 05:52:19+00:00,2022-12-29 06:00:00+00:00,"[4.17564, 51.94057]",BRITH,13916,232045761,POINT (4.17564 51.94057)
24312,2022-12-29 05:47:03+00:00,2022-12-29 06:00:00+00:00,"[4.16325, 51.94665]",BRITH,13916,232045761,POINT (4.16325 51.94665)
24313,2022-12-29 06:43:11+00:00,2022-12-29 07:00:00+00:00,"[4.09852, 51.97968]",NW HVH,13917,235080274,POINT (4.09852 51.97968)
24320,2022-12-29 07:18:25+00:00,2022-12-29 07:00:00+00:00,"[4.37478, 51.89817]",PWAH,13921,255806484,POINT (4.37478 51.89817)
