,from,from_rounded,from_location,to_haven,trip_ID,vessel_mmsi,geometry
24322,2022-12-29 07:35:12+00:00,2022-12-29 08:00:00+00:00,"[4.04002, 51.97145]",AMALIA,13923,636092712,POINT (4.04002 51.97145)
24323,2022-12-29 07:23:33+00:00,2022-12-29 07:00:00+00:00,"[4.07368, 51.96382]",AMALIA,13923,636092712,POINT (4.07368 51.96382)
24328,2022-12-29 08:49:42+00:00,2022-12-29 09:00:00+00:00,"[4.15499, 51.95123]",BRITH,13926,249673000,POINT (4.15499 51.95123)
24329,2022-12-29 08:59:56+00:00,2022-12-29 09:00:00+00:00,"[4.18143, 51.93823]",BRITH,13926,249673000,POINT (4.18143 51.93823)
24334,2022-12-29 08:34:11+00:00,2022-12-29 09:00:00+00:00,"[4.15687, 51.9507]",7PET,13930,356673000,POINT (4.15687 51.9507)
24335,2022-12-29 08:29:19+00:00,2022-12-29 08:00:00+00:00,"[4.14519, 51.95643]",7PET,13930,356673000,POINT (4.14519 51.95643)
24336,2022-12-29 10:20:15+00:00,2022-12-29 10:00:00+00:00,"[4.1304, 51.95691]",BENE,13931,235068575,POINT (4.1304 51.95691)
24337,2022-12-29 10:00:05+00:00,2022-12-29 10:00:00+00:00,"[4.27819, 51.90031]",3PET,13932,403640000,POINT (4.27819 51.90031)
24338,2022-12-29 10:00:06+00:00,2022-12-29 10:00:00+00:00,"[4.27819, 51.90031]",3PET,13932,403640000,POINT (4.27819 51.90031)
24348,2022-12-29 12:06:53+00:00,2022-12-29 12:00:00+00:00,"[4.0997, 51.97198]",5PET,13937,405000334,POINT (4.0997 51.97198)
24349,2022-12-29 12:07:00+00:00,2022-12-29 12:00:00+00:00,"[4.0997, 51.97198]",5PET,13937,405000334,POINT (4.0997 51.97198)
24350,2022-12-29 12:17:06+00:00,2022-12-29 12:00:00+00:00,"[4.28371, 51.89864]",3PET,13938,219029880,POINT (4.28371 51.89864)
24353,2022-12-29 12:58:03+00:00,2022-12-29 13:00:00+00:00,"[4.08084, 51.97629]",YANG,13941,236648000,POINT (4.08084 51.97629)
24354,2022-12-29 12:42:20+00:00,2022-12-29 13:00:00+00:00,"[4.08055, 51.97733]",AMAZ,13942,218549000,POINT (4.08055 51.97733)
24358,2022-12-29 13:38:14+00:00,2022-12-29 14:00:00+00:00,"[4.14678, 51.95483]",CKVTTI,13944,249579000,POINT (4.14678 51.95483)
24359,2022-12-29 13:43:21+00:00,2022-12-29 14:00:00+00:00,"[4.15721, 51.94979]",CKVTTI,13944,249579000,POINT (4.15721 51.94979)
24362,2022-12-29 13:08:06+00:00,2022-12-29 13:00:00+00:00,"[4.28745, 51.88507]",BOTL,13946,232008100,POINT (4.28745 51.88507)
24363,2022-12-29 13:05:11+00:00,2022-12-29 13:00:00+00:00,"[4.26953, 51.90365]",BOTL,13946,232008100,POINT (4.26953 51.90365)
24368,2022-12-29 14:44:02+00:00,2022-12-29 15:00:00+00:00,"[4.06105, 51.96678]",YANG,13949,636093054,POINT (4.06105 51.96678)
24369,2022-12-29 14:43:55+00:00,2022-12-29 15:00:00+00:00,"[4.06105, 51.96678]",YANG,13949,636093054,POINT (4.06105 51.96678)
24370,2022-12-29 14:44:02+00:00,2022-12-29 15:00:00+00:00,"[4.14328, 51.9561]",CKVTTI,13950,563098500,POINT (4.14328 51.9561)
24371,2022-12-29 14:44:02+00:00,2022-12-29 15:00:00+00:00,"[4.14328, 51.9561]",CKVTTI,13950,563098500,POINT (4.14328 51.9561)
24373,2022-12-29 14:59:06+00:00,2022-12-29 15:00:00+00:00,"[4.07827, 51.97759]",6PET,13952,248043000,POINT (4.07827 51.97759)
24374,2022-12-29 15:09:15+00:00,2022-12-29 15:00:00+00:00,"[4.28382, 51.89827]",CHEM,13953,235089284,POINT (4.28382 51.89827)
24382,2022-12-29 17:01:10+00:00,2022-12-29 17:00:00+00:00,"[4.18379, 51.93705]",BRITH,13959,413489920,POINT (4.18379 51.93705)
24383,2022-12-29 17:01:00+00:00,2022-12-29 17:00:00+00:00,"[4.18379, 51.93705]",BRITH,13959,413489920,POINT (4.18379 51.93705)
24384,2022-12-29 15:54:52+00:00,2022-12-29 16:00:00+00:00,"[4.07364, 51.98064]",AMALIA,13960,636020615,POINT (4.07364 51.98064)
24385,2022-12-29 16:15:04+00:00,2022-12-29 16:00:00+00:00,"[4.07481, 51.96237]",AMALIA,13960,636020615,POINT (4.07481 51.96237)
24386,2022-12-29 15:54:59+00:00,2022-12-29 16:00:00+00:00,"[4.07364, 51.98064]",AMALIA,13960,636020615,POINT (4.07364 51.98064)
24390,2022-12-29 17:06:09+00:00,2022-12-29 17:00:00+00:00,"[4.30003, 51.89543]",1PET,13963,636018691,POINT (4.30003 51.89543)
24391,2022-12-29 17:11:09+00:00,2022-12-29 17:00:00+00:00,"[4.31334, 51.89399]",1PET,13963,636018691,POINT (4.31334 51.89399)
24392,2022-12-29 18:07:00+00:00,2022-12-29 18:00:00+00:00,"[4.34801, 51.89736]",2PET,13964,219287000,POINT (4.34801 51.89736)
24393,2022-12-29 18:01:59+00:00,2022-12-29 18:00:00+00:00,"[4.3327, 51.89455]",2PET,13964,219287000,POINT (4.3327 51.89455)
24396,2022-12-29 18:27:08+00:00,2022-12-29 18:00:00+00:00,"[4.06314, 51.98374]",LNG,13966,241290000,POINT (4.06314 51.98374)
24397,2022-12-29 18:32:12+00:00,2022-12-29 19:00:00+00:00,"[4.07473, 51.98004]",LNG,13966,241290000,POINT (4.07473 51.98004)
24398,2022-12-29 18:32:20+00:00,2022-12-29 19:00:00+00:00,"[4.07473, 51.98004]",LNG,13966,241290000,POINT (4.07473 51.98004)
24399,2022-12-29 18:26:44+00:00,2022-12-29 18:00:00+00:00,"[4.06314, 51.98374]",LNG,13966,241290000,POINT (4.06314 51.98374)
24400,2022-12-29 17:51:43+00:00,2022-12-29 18:00:00+00:00,"[4.05354, 51.98694]",BENE,13967,636017088,POINT (4.05354 51.98694)
24401,2022-12-29 17:56:54+00:00,2022-12-29 18:00:00+00:00,"[4.06624, 51.98304]",BENE,13967,636017088,POINT (4.06624 51.98304)
24402,2022-12-29 18:01:59+00:00,2022-12-29 18:00:00+00:00,"[4.07777, 51.97964]",BENE,13967,636017088,POINT (4.07777 51.97964)
24403,2022-12-29 18:01:58+00:00,2022-12-29 18:00:00+00:00,"[4.07777, 51.97964]",BENE,13967,636017088,POINT (4.07777 51.97964)
24407,2022-12-29 20:13:59+00:00,2022-12-29 20:00:00+00:00,"[4.08419, 51.97578]",EURO,13970,256549000,POINT (4.08419 51.97578)
24408,2022-12-29 18:32:13+00:00,2022-12-29 19:00:00+00:00,"[4.36135, 51.89865]",NMBOT,13971,257555000,POINT (4.36135 51.89865)
24413,2022-12-29 20:34:11+00:00,2022-12-29 21:00:00+00:00,"[4.16965, 51.94325]",CKBRUG,13974,248127000,POINT (4.16965 51.94325)
24414,2022-12-29 20:29:06+00:00,2022-12-29 20:00:00+00:00,"[4.336, 51.89463]",2PET,13975,538003849,POINT (4.336 51.89463)
24415,2022-12-29 20:29:03+00:00,2022-12-29 20:00:00+00:00,"[4.336, 51.89463]",2PET,13975,538003849,POINT (4.336 51.89463)
24428,2022-12-29 23:10:59+00:00,2022-12-29 23:00:00+00:00,"[4.0815, 51.97753]",EURO,13982,373021000,POINT (4.0815 51.97753)
24429,2022-12-29 23:10:52+00:00,2022-12-29 23:00:00+00:00,"[4.0815, 51.97753]",EURO,13982,373021000,POINT (4.0815 51.97753)
24430,2022-12-30 00:11:36+00:00,2022-12-30 00:00:00+00:00,"[4.27953, 51.89999]",2WH,13983,373026000,POINT (4.27953 51.89999)
24431,2022-12-30 00:06:42+00:00,2022-12-30 00:00:00+00:00,"[4.26664, 51.90466]",2WH,13983,373026000,POINT (4.26664 51.90466)
24433,2022-12-30 00:51:56+00:00,2022-12-30 01:00:00+00:00,"[4.27809, 51.90071]",3PET,13985,257729000,POINT (4.27809 51.90071)
24434,2022-12-30 00:42:07+00:00,2022-12-30 01:00:00+00:00,"[4.07505, 51.97971]",EURO,13986,219085000,POINT (4.07505 51.97971)
24435,2022-12-30 00:42:09+00:00,2022-12-30 01:00:00+00:00,"[4.07505, 51.97971]",EURO,13986,219085000,POINT (4.07505 51.97971)
24436,2022-12-30 01:42:53+00:00,2022-12-30 02:00:00+00:00,"[4.15715, 51.94984]",7PET,13987,304070000,POINT (4.15715 51.94984)
24437,2022-12-29 23:20:55+00:00,2022-12-29 23:00:00+00:00,"[4.06194, 51.98446]",7PET,13988,477002400,POINT (4.06194 51.98446)
24438,2022-12-29 23:20:59+00:00,2022-12-29 23:00:00+00:00,"[4.06194, 51.98446]",7PET,13988,477002400,POINT (4.06194 51.98446)
24439,2022-12-29 23:20:54+00:00,2022-12-29 23:00:00+00:00,"[4.06194, 51.98446]",7PET,13988,477002400,POINT (4.06194 51.98446)
24440,2022-12-29 23:21:00+00:00,2022-12-29 23:00:00+00:00,"[4.06194, 51.98446]",7PET,13988,477002400,POINT (4.06194 51.98446)
24448,2022-12-30 03:08:57+00:00,2022-12-30 03:00:00+00:00,"[4.25967, 51.90739]",SCHK,13992,413489920,POINT (4.25967 51.90739)
24449,2022-12-30 03:08:50+00:00,2022-12-30 03:00:00+00:00,"[4.25967, 51.90739]",SCHK,13992,413489920,POINT (4.25967 51.90739)
24450,2022-12-30 04:09:57+00:00,2022-12-30 04:00:00+00:00,"[4.43655, 51.89811]",WAAL,13993,256770000,POINT (4.43655 51.89811)
24455,2022-12-30 04:09:56+00:00,2022-12-30 04:00:00+00:00,"[4.17508, 51.9413]",7PET,13996,355320000,POINT (4.17508 51.9413)
24456,2022-12-30 04:14:51+00:00,2022-12-30 04:00:00+00:00,"[4.16025, 51.94922]",7PET,13997,247391400,POINT (4.16025 51.94922)
24457,2022-12-30 04:44:59+00:00,2022-12-30 05:00:00+00:00,"[4.20572, 51.92255]",7PET,13997,247391400,POINT (4.20572 51.92255)
24459,2022-12-30 05:04:57+00:00,2022-12-30 05:00:00+00:00,"[4.17632, 51.94083]",7PET,13999,215698000,POINT (4.17632 51.94083)
24460,2022-12-30 05:00:00+00:00,2022-12-30 05:00:00+00:00,"[4.16292, 51.94725]",7PET,13999,215698000,POINT (4.16292 51.94725)
24462,2022-12-30 04:59:56+00:00,2022-12-30 05:00:00+00:00,"[4.38588, 51.89699]",WAAL,14001,354013000,POINT (4.38588 51.89699)
24463,2022-12-30 04:59:58+00:00,2022-12-30 05:00:00+00:00,"[4.38588, 51.89699]",WAAL,14001,354013000,POINT (4.38588 51.89699)
24464,2022-12-30 05:14:56+00:00,2022-12-30 05:00:00+00:00,"[4.28589, 51.89842]",STLAU,14002,477307800,POINT (4.28589 51.89842)
24465,2022-12-30 05:09:49+00:00,2022-12-30 05:00:00+00:00,"[4.27378, 51.90223]",STLAU,14002,477307800,POINT (4.27378 51.90223)
24468,2022-12-30 06:41:16+00:00,2022-12-30 07:00:00+00:00,"[4.18281, 51.93723]",BRITH,14004,248743000,POINT (4.18281 51.93723)
24470,2022-12-30 05:55:38+00:00,2022-12-30 06:00:00+00:00,"[4.07433, 51.97975]",AMALIA,14006,563455000,POINT (4.07433 51.97975)
24471,2022-12-30 06:21:11+00:00,2022-12-30 06:00:00+00:00,"[4.03872, 51.97077]",AMALIA,14006,563455000,POINT (4.03872 51.97077)
24472,2022-12-30 06:31:13+00:00,2022-12-30 07:00:00+00:00,"[4.06601, 51.983]",AMAZ,14007,636092930,POINT (4.06601 51.983)
24473,2022-12-30 06:31:15+00:00,2022-12-30 07:00:00+00:00,"[4.06601, 51.983]",AMAZ,14007,636092930,POINT (4.06601 51.983)
24474,2022-12-30 07:11:46+00:00,2022-12-30 07:00:00+00:00,"[4.27674, 51.90076]",3PET,14008,248127000,POINT (4.27674 51.90076)
24475,2022-12-30 06:26:13+00:00,2022-12-30 06:00:00+00:00,"[4.09016, 51.97524]",5PET,14009,538007597,POINT (4.09016 51.97524)
24476,2022-12-30 06:26:17+00:00,2022-12-30 06:00:00+00:00,"[4.09016, 51.97524]",5PET,14009,538007597,POINT (4.09016 51.97524)
24477,2022-12-30 06:46:33+00:00,2022-12-30 07:00:00+00:00,"[4.13068, 51.96183]",5PET,14009,538007597,POINT (4.13068 51.96183)
24478,2022-12-30 07:21:53+00:00,2022-12-30 07:00:00+00:00,"[4.0682, 51.98219]",PET8,14010,311000766,POINT (4.0682 51.98219)
24479,2022-12-30 07:22:00+00:00,2022-12-30 07:00:00+00:00,"[4.0682, 51.98219]",PET8,14010,311000766,POINT (4.0682 51.98219)
24480,2022-12-30 06:26:12+00:00,2022-12-30 06:00:00+00:00,"[4.02462, 51.97393]",AMALIA,14011,563455000,POINT (4.02462 51.97393)
24482,2022-12-30 08:33:19+00:00,2022-12-30 09:00:00+00:00,"[4.20128, 51.92783]",BRITH,14013,249671000,POINT (4.20128 51.92783)
24483,2022-12-30 08:02:43+00:00,2022-12-30 08:00:00+00:00,"[4.14301, 51.95635]",BRITH,14013,249671000,POINT (4.14301 51.95635)
24489,2022-12-30 09:18:42+00:00,2022-12-30 09:00:00+00:00,"[4.08321, 51.9746]",AMAZ,14017,636019163,POINT (4.08321 51.9746)
24490,2022-12-30 09:13:43+00:00,2022-12-30 09:00:00+00:00,"[4.07209, 51.98067]",AMAZ,14017,636019163,POINT (4.07209 51.98067)
24491,2022-12-30 09:49:02+00:00,2022-12-30 10:00:00+00:00,"[4.28136, 51.89915]",3PET,14018,248941000,POINT (4.28136 51.89915)
24492,2022-12-30 09:49:03+00:00,2022-12-30 10:00:00+00:00,"[4.28136, 51.89915]",3PET,14018,248941000,POINT (4.28136 51.89915)
24498,2022-12-30 10:39:29+00:00,2022-12-30 11:00:00+00:00,"[4.3158, 51.89333]",1PET,14022,248533000,POINT (4.3158 51.89333)
24499,2022-12-30 10:34:37+00:00,2022-12-30 11:00:00+00:00,"[4.30465, 51.89467]",1PET,14022,248533000,POINT (4.30465 51.89467)
24500,2022-12-30 11:25:00+00:00,2022-12-30 11:00:00+00:00,"[4.38336, 51.89667]",PWAH,14023,636092635,POINT (4.38336 51.89667)
24506,2022-12-30 11:55:22+00:00,2022-12-30 12:00:00+00:00,"[4.07363, 51.98041]",AMAZ,14028,256244000,POINT (4.07363 51.98041)
24507,2022-12-30 11:50:19+00:00,2022-12-30 12:00:00+00:00,"[4.05699, 51.98497]",AMAZ,14028,256244000,POINT (4.05699 51.98497)
24514,2022-12-30 13:22:32+00:00,2022-12-30 13:00:00+00:00,"[3.99939, 51.97301]",ARIANE,14032,244890472,POINT (3.99939 51.97301)
24515,2022-12-30 13:47:52+00:00,2022-12-30 14:00:00+00:00,"[4.14917, 51.954]",CKVTTI,14033,229325000,POINT (4.14917 51.954)
24516,2022-12-30 13:01:44+00:00,2022-12-30 13:00:00+00:00,"[4.0636, 51.98303]",AMALIA,14034,636016435,POINT (4.0636 51.98303)
24517,2022-12-30 13:01:43+00:00,2022-12-30 13:00:00+00:00,"[4.0636, 51.98303]",AMALIA,14034,636016435,POINT (4.0636 51.98303)
24518,2022-12-30 14:05:20+00:00,2022-12-30 14:00:00+00:00,"[4.43376, 51.90071]",WAAL,14035,257444000,POINT (4.43376 51.90071)
24519,2022-12-30 13:53:03+00:00,2022-12-30 14:00:00+00:00,"[4.39491, 51.8962]",WAAL,14035,257444000,POINT (4.39491 51.8962)
24521,2022-12-30 14:18:32+00:00,2022-12-30 14:00:00+00:00,"[4.08236, 51.97607]",EURO,14037,636017045,POINT (4.08236 51.97607)
24522,2022-12-30 14:13:30+00:00,2022-12-30 14:00:00+00:00,"[4.07068, 51.98069]",EURO,14037,636017045,POINT (4.07068 51.98069)
24523,2022-12-30 11:40:04+00:00,2022-12-30 12:00:00+00:00,"[4.06627, 51.96032]",EURO,14038,255806496,POINT (4.06627 51.96032)
24524,2022-12-30 15:19:03+00:00,2022-12-30 15:00:00+00:00,"[4.10232, 51.97141]",BENE,14039,244315000,POINT (4.10232 51.97141)
24526,2022-12-30 15:49:19+00:00,2022-12-30 16:00:00+00:00,"[4.15918, 51.9491]",CKVTTI,14041,636019199,POINT (4.15918 51.9491)
24527,2022-12-30 15:49:19+00:00,2022-12-30 16:00:00+00:00,"[4.15918, 51.9491]",CKVTTI,14041,636019199,POINT (4.15918 51.9491)
24529,2022-12-30 16:19:48+00:00,2022-12-30 16:00:00+00:00,"[4.07303, 51.98005]",YANG,14043,244238000,POINT (4.07303 51.98005)
24533,2022-12-30 17:05:22+00:00,2022-12-30 17:00:00+00:00,"[4.17843, 51.93972]",CK7PET,14046,255806060,POINT (4.17843 51.93972)
24536,2022-12-30 16:59:56+00:00,2022-12-30 17:00:00+00:00,"[4.07813, 51.96313]",AMALIA,14048,248655000,POINT (4.07813 51.96313)
24537,2022-12-30 16:50:02+00:00,2022-12-30 17:00:00+00:00,"[4.08526, 51.97553]",AMALIA,14048,248655000,POINT (4.08526 51.97553)
24544,2022-12-30 18:26:15+00:00,2022-12-30 18:00:00+00:00,"[4.08683, 51.97]",EURO,14053,538009779,POINT (4.08683 51.97)
24545,2022-12-30 18:31:19+00:00,2022-12-30 19:00:00+00:00,"[4.08165, 51.96258]",EURO,14053,538009779,POINT (4.08165 51.96258)
24553,2022-12-30 20:58:28+00:00,2022-12-30 21:00:00+00:00,"[4.11683, 51.968]",BENE,14057,244030593,POINT (4.11683 51.968)
24557,2022-12-30 21:29:05+00:00,2022-12-30 21:00:00+00:00,"[4.17023, 51.94393]",7PET,14060,247273700,POINT (4.17023 51.94393)
24558,2022-12-30 21:33:40+00:00,2022-12-30 22:00:00+00:00,"[4.18145, 51.93838]",7PET,14060,247273700,POINT (4.18145 51.93838)
24559,2022-12-30 20:12:26+00:00,2022-12-30 20:00:00+00:00,"[4.37287, 51.84341]",CKVTTI,14061,352978182,POINT (4.37287 51.84341)
24562,2022-12-30 23:10:02+00:00,2022-12-30 23:00:00+00:00,"[4.05256, 51.96867]",YANG,14063,636092635,POINT (4.05256 51.96867)
24580,2022-12-31 01:11:44+00:00,2022-12-31 01:00:00+00:00,"[4.13387, 51.95988]",BENE,14072,636015353,POINT (4.13387 51.95988)
24581,2022-12-31 01:16:42+00:00,2022-12-31 01:00:00+00:00,"[4.18727, 51.93352]",BENE,14072,636015353,POINT (4.18727 51.93352)
24582,2022-12-31 01:21:59+00:00,2022-12-31 01:00:00+00:00,"[4.0739, 51.98047]",YANG,14073,357463000,POINT (4.0739 51.98047)
24583,2022-12-31 01:16:46+00:00,2022-12-31 01:00:00+00:00,"[4.06188, 51.98457]",YANG,14073,357463000,POINT (4.06188 51.98457)
24586,2022-12-31 01:57:27+00:00,2022-12-31 02:00:00+00:00,"[4.11238, 51.96849]",BENE,14075,636014708,POINT (4.11238 51.96849)
24587,2022-12-31 01:52:16+00:00,2022-12-31 02:00:00+00:00,"[4.10261, 51.97216]",BENE,14075,636014708,POINT (4.10261 51.97216)
24588,2022-12-31 03:03:47+00:00,2022-12-31 03:00:00+00:00,"[4.37136, 51.89852]",PWAH,14076,246396000,POINT (4.37136 51.89852)
24591,2022-12-31 03:13:50+00:00,2022-12-31 03:00:00+00:00,"[4.15036, 51.95358]",CKVTTI,14078,255806196,POINT (4.15036 51.95358)
24592,2022-12-31 03:13:52+00:00,2022-12-31 03:00:00+00:00,"[4.07768, 51.97832]",AMAZ,14079,215640000,POINT (4.07768 51.97832)
24593,2022-12-31 03:03:50+00:00,2022-12-31 03:00:00+00:00,"[4.05417, 51.98542]",AMAZ,14079,215640000,POINT (4.05417 51.98542)
24594,2022-12-31 03:59:58+00:00,2022-12-31 04:00:00+00:00,"[4.07262, 51.98047]",AMAZ,14080,636018222,POINT (4.07262 51.98047)
24595,2022-12-31 03:39:35+00:00,2022-12-31 04:00:00+00:00,"[4.13533, 51.95914]",CKVTTI,14081,636018831,POINT (4.13533 51.95914)
24596,2022-12-31 03:44:32+00:00,2022-12-31 04:00:00+00:00,"[4.14549, 51.95473]",CKVTTI,14081,636018831,POINT (4.14549 51.95473)
24603,2022-12-31 05:41:12+00:00,2022-12-31 06:00:00+00:00,"[4.08209, 51.97643]",EURO,14086,245020000,POINT (4.08209 51.97643)
24604,2022-12-31 05:30:54+00:00,2022-12-31 06:00:00+00:00,"[4.08734, 51.97119]",EURO,14087,255806121,POINT (4.08734 51.97119)
24605,2022-12-31 05:25:47+00:00,2022-12-31 05:00:00+00:00,"[4.07696, 51.97899]",EURO,14087,255806121,POINT (4.07696 51.97899)
24606,2022-12-31 05:05:28+00:00,2022-12-31 05:00:00+00:00,"[4.2744, 51.9023]",BOTL,14088,538009347,POINT (4.2744 51.9023)
24607,2022-12-31 05:05:23+00:00,2022-12-31 05:00:00+00:00,"[4.27409, 51.90239]",BOTL,14088,538009347,POINT (4.27409 51.90239)
24616,2022-12-31 07:42:14+00:00,2022-12-31 08:00:00+00:00,"[4.13072, 51.95927]",BENE,14094,235068575,POINT (4.13072 51.95927)
24617,2022-12-31 08:02:39+00:00,2022-12-31 08:00:00+00:00,"[4.11339, 51.96819]",BENE,14095,244980000,POINT (4.11339 51.96819)
24621,2022-12-31 08:22:49+00:00,2022-12-31 08:00:00+00:00,"[4.40269, 51.88946]",PWAH,14099,255806476,POINT (4.40269 51.88946)
24622,2022-12-31 08:35:17+00:00,2022-12-31 09:00:00+00:00,"[4.36154, 51.90009]",NMBOT,14100,257834000,POINT (4.36154 51.90009)
24631,2022-12-31 10:19:12+00:00,2022-12-31 10:00:00+00:00,"[4.2077, 51.92432]",BRITH,14106,249673000,POINT (4.2077 51.92432)
24632,2022-12-31 10:03:56+00:00,2022-12-31 10:00:00+00:00,"[4.17008, 51.94343]",BRITH,14106,249673000,POINT (4.17008 51.94343)
24633,2022-12-31 10:19:18+00:00,2022-12-31 10:00:00+00:00,"[4.38451, 51.89678]",PWAH,14107,209339000,POINT (4.38451 51.89678)
24634,2022-12-31 10:24:13+00:00,2022-12-31 10:00:00+00:00,"[4.13791, 51.95833]",CKVTTI,14108,538005426,POINT (4.13791 51.95833)
24635,2022-12-31 10:24:20+00:00,2022-12-31 10:00:00+00:00,"[4.13791, 51.95833]",CKVTTI,14108,538005426,POINT (4.13791 51.95833)
24642,2022-12-31 10:59:52+00:00,2022-12-31 11:00:00+00:00,"[4.29738, 51.89555]",3PET,14113,229291000,POINT (4.29738 51.89555)
24648,2022-12-31 12:10:43+00:00,2022-12-31 12:00:00+00:00,"[3.99897, 51.97234]",ARIANE,14118,209717000,POINT (3.99897 51.97234)
24649,2022-12-31 12:15:43+00:00,2022-12-31 12:00:00+00:00,"[3.99903, 51.96652]",ARIANE,14118,209717000,POINT (3.99903 51.96652)
24650,2022-12-31 12:15:40+00:00,2022-12-31 12:00:00+00:00,"[4.08021, 51.97862]",AMALIA,14119,636018057,POINT (4.08021 51.97862)
24651,2022-12-31 12:10:42+00:00,2022-12-31 12:00:00+00:00,"[4.06792, 51.9821]",AMALIA,14119,636018057,POINT (4.06792 51.9821)
24652,2022-12-31 13:01:13+00:00,2022-12-31 13:00:00+00:00,"[4.09514, 51.97395]",BENE,14120,353287000,POINT (4.09514 51.97395)
24660,2022-12-31 12:15:40+00:00,2022-12-31 12:00:00+00:00,"[4.38641, 51.84255]",PWAH,14125,255805984,POINT (4.38641 51.84255)
24661,2022-12-31 12:10:35+00:00,2022-12-31 12:00:00+00:00,"[4.39174, 51.84242]",PWAH,14125,255805984,POINT (4.39174 51.84242)
24668,2022-12-31 15:12:28+00:00,2022-12-31 15:00:00+00:00,"[4.40631, 51.8993]",MERWE,14129,311009600,POINT (4.40631 51.8993)
24669,2022-12-31 15:12:28+00:00,2022-12-31 15:00:00+00:00,"[4.40631, 51.8993]",MERWE,14129,311009600,POINT (4.40631 51.8993)
24680,2022-12-31 15:53:14+00:00,2022-12-31 16:00:00+00:00,"[4.18113, 51.93811]",CKVTTI,14136,241522000,POINT (4.18113 51.93811)
24681,2022-12-31 15:53:13+00:00,2022-12-31 16:00:00+00:00,"[4.18113, 51.93811]",CKVTTI,14136,241522000,POINT (4.18113 51.93811)
24684,2022-12-31 15:58:14+00:00,2022-12-31 16:00:00+00:00,"[4.27683, 51.90111]",3PET,14138,538008091,POINT (4.27683 51.90111)
24690,2022-12-31 17:19:11+00:00,2022-12-31 17:00:00+00:00,"[4.07483, 51.962]",EURO,14142,636019407,POINT (4.07483 51.962)
24691,2022-12-31 17:03:48+00:00,2022-12-31 17:00:00+00:00,"[4.08183, 51.97717]",EURO,14142,636019407,POINT (4.08183 51.97717)
24694,2022-12-31 18:55:17+00:00,2022-12-31 19:00:00+00:00,"[4.27651, 51.90114]",STLAU,14144,352001360,POINT (4.27651 51.90114)
24695,2022-12-31 18:50:21+00:00,2022-12-31 19:00:00+00:00,"[4.26918, 51.90402]",STLAU,14144,352001360,POINT (4.26918 51.90402)
24696,2022-12-31 18:55:19+00:00,2022-12-31 19:00:00+00:00,"[4.27651, 51.90114]",STLAU,14144,352001360,POINT (4.27651 51.90114)
24700,2022-12-31 20:12:19+00:00,2022-12-31 20:00:00+00:00,"[4.32746, 51.89348]",NMBOT,14146,257729000,POINT (4.32746 51.89348)
24703,2022-12-31 21:08:21+00:00,2022-12-31 21:00:00+00:00,"[4.19631, 51.93091]",CK7PET,14148,255806426,POINT (4.19631 51.93091)
24704,2022-12-31 20:47:55+00:00,2022-12-31 21:00:00+00:00,"[4.07174, 51.98158]",PET8,14149,538009201,POINT (4.07174 51.98158)
24705,2022-12-31 20:42:52+00:00,2022-12-31 21:00:00+00:00,"[4.05802, 51.98567]",PET8,14149,538009201,POINT (4.05802 51.98567)
24706,2022-12-31 21:13:16+00:00,2022-12-31 21:00:00+00:00,"[4.14279, 51.9566]",7PET,14150,636013116,POINT (4.14279 51.9566)
24707,2022-12-31 21:13:22+00:00,2022-12-31 21:00:00+00:00,"[4.14279, 51.9566]",7PET,14150,636013116,POINT (4.14279 51.9566)
24710,2022-12-31 23:45:19+00:00,2023-01-01 00:00:00+00:00,"[4.3047, 51.89522]",1PET,14152,538008707,POINT (4.3047 51.89522)
24711,2022-12-31 23:50:29+00:00,2023-01-01 00:00:00+00:00,"[4.31947, 51.8938]",1PET,14152,538008707,POINT (4.31947 51.8938)
24714,2022-12-31 23:50:31+00:00,2023-01-01 00:00:00+00:00,"[4.06518, 51.98339]",PET8,14154,241731000,POINT (4.06518 51.98339)
24715,2022-12-31 23:55:31+00:00,2023-01-01 00:00:00+00:00,"[4.07909, 51.97918]",PET8,14154,241731000,POINT (4.07909 51.97918)
24721,2023-01-01 03:54:30+00:00,2023-01-01 04:00:00+00:00,"[4.06599, 51.98276]",LNG,14157,241669000,POINT (4.06599 51.98276)
24722,2023-01-01 03:54:33+00:00,2023-01-01 04:00:00+00:00,"[4.06599, 51.98276]",LNG,14157,241669000,POINT (4.06599 51.98276)
24723,2023-01-01 03:44:17+00:00,2023-01-01 04:00:00+00:00,"[4.04957, 51.98856]",LNG,14157,241669000,POINT (4.04957 51.98856)
24724,2023-01-01 03:44:20+00:00,2023-01-01 04:00:00+00:00,"[4.04957, 51.98856]",LNG,14157,241669000,POINT (4.04957 51.98856)
24729,2023-01-01 07:35:29+00:00,2023-01-01 08:00:00+00:00,"[4.28633, 51.89817]",TORONT,14161,538009779,POINT (4.28633 51.89817)
24730,2023-01-01 07:32:43+00:00,2023-01-01 08:00:00+00:00,"[4.28033, 51.89967]",TORONT,14161,538009779,POINT (4.28033 51.89967)
24732,2023-01-01 07:12:14+00:00,2023-01-01 07:00:00+00:00,"[4.0885, 51.97607]",5PET,14163,240498000,POINT (4.0885 51.97607)
24733,2023-01-01 07:17:21+00:00,2023-01-01 07:00:00+00:00,"[4.10368, 51.9719]",5PET,14163,240498000,POINT (4.10368 51.9719)
