,to,to_rounded,to_location,from_haven,trip_ID,vessel_mmsi,geometry
25843,2023-01-09 21:42:14+00:00,2023-01-09 21:00:00+00:00,"[4.08586, 51.97477]",EURO,14804,565810000,POINT (4.08586 51.97477)
25844,2023-01-09 21:32:20+00:00,2023-01-09 21:00:00+00:00,"[4.064, 51.96127]",EURO,14804,565810000,POINT (4.064 51.96127)
25847,2023-01-09 21:32:18+00:00,2023-01-09 21:00:00+00:00,"[4.3003, 51.8966]",1PET,14806,548651000,POINT (4.3003 51.8966)
25850,2023-01-09 21:47:40+00:00,2023-01-09 21:00:00+00:00,"[4.08477, 51.95965]",AMAZ,14808,218361000,POINT (4.08477 51.95965)
25862,2023-01-09 23:39:53+00:00,2023-01-09 22:00:00+00:00,"[4.09753, 51.9741]",BENE,14816,241796000,POINT (4.09753 51.9741)
25863,2023-01-09 23:29:18+00:00,2023-01-09 22:00:00+00:00,"[4.12381, 51.96544]",BENE,14816,241796000,POINT (4.12381 51.96544)
25864,2023-01-09 23:39:48+00:00,2023-01-09 22:00:00+00:00,"[4.09753, 51.9741]",BENE,14816,241796000,POINT (4.09753 51.9741)
25865,2023-01-09 23:49:57+00:00,2023-01-09 23:00:00+00:00,"[4.29333, 51.89761]",3PET,14817,538008707,POINT (4.29333 51.89761)
25866,2023-01-09 23:54:53+00:00,2023-01-09 23:00:00+00:00,"[4.27325, 51.90283]",3PET,14817,538008707,POINT (4.27325 51.90283)
25869,2023-01-10 00:50:01+00:00,2023-01-09 23:00:00+00:00,"[4.09912, 51.97379]",5PET,14819,229597000,POINT (4.09912 51.97379)
25870,2023-01-10 00:34:56+00:00,2023-01-09 23:00:00+00:00,"[4.14141, 51.9576]",5PET,14819,229597000,POINT (4.14141 51.9576)
25873,2023-01-10 01:10:20+00:00,2023-01-10 00:00:00+00:00,"[4.2137, 51.92132]",7PET,14821,538009132,POINT (4.2137 51.92132)
25874,2023-01-10 01:15:19+00:00,2023-01-10 00:00:00+00:00,"[4.2061, 51.92543]",7PET,14821,538009132,POINT (4.2061 51.92543)
25878,2023-01-10 01:55:56+00:00,2023-01-10 01:00:00+00:00,"[4.18664, 51.93586]",7PET,14824,636015997,POINT (4.18664 51.93586)
25879,2023-01-10 01:55:59+00:00,2023-01-10 01:00:00+00:00,"[4.18664, 51.93586]",7PET,14824,636015997,POINT (4.18664 51.93586)
25886,2023-01-10 03:57:39+00:00,2023-01-10 03:00:00+00:00,"[4.05468, 51.98789]",LNG,14828,357315000,POINT (4.05468 51.98789)
25887,2023-01-10 03:57:38+00:00,2023-01-10 03:00:00+00:00,"[4.05468, 51.98789]",LNG,14828,357315000,POINT (4.05468 51.98789)
25895,2023-01-10 05:59:30+00:00,2023-01-10 05:00:00+00:00,"[4.1441, 51.95735]",5PET,14833,636014489,POINT (4.1441 51.95735)
25896,2023-01-10 06:19:49+00:00,2023-01-10 06:00:00+00:00,"[4.35596, 51.89888]",NMBOT,14834,636022158,POINT (4.35596 51.89888)
25897,2023-01-10 06:29:53+00:00,2023-01-10 05:00:00+00:00,"[4.32851, 51.89399]",NMBOT,14834,636022158,POINT (4.32851 51.89399)
25900,2023-01-10 06:54:58+00:00,2023-01-10 05:00:00+00:00,"[4.08854, 51.96887]",PET8,14836,636019391,POINT (4.08854 51.96887)
25901,2023-01-10 06:59:55+00:00,2023-01-10 05:00:00+00:00,"[4.0852, 51.97653]",PET8,14836,636019391,POINT (4.0852 51.97653)
25906,2023-01-10 08:46:53+00:00,2023-01-10 08:00:00+00:00,"[4.30525, 51.89432]",BOTL,14839,255806425,POINT (4.30525 51.89432)
25909,2023-01-10 10:03:27+00:00,2023-01-10 09:00:00+00:00,"[4.21424, 51.92115]",BRITH,14841,372424000,POINT (4.21424 51.92115)
25910,2023-01-10 10:05:40+00:00,2023-01-10 09:00:00+00:00,"[4.21019, 51.9234]",BRITH,14841,372424000,POINT (4.21019 51.9234)
25914,2023-01-10 10:59:00+00:00,2023-01-10 10:00:00+00:00,"[4.08762, 51.96735]",6PET,14844,538006763,POINT (4.08762 51.96735)
25915,2023-01-10 10:59:01+00:00,2023-01-10 10:00:00+00:00,"[4.08762, 51.96735]",6PET,14844,538006763,POINT (4.08762 51.96735)
25917,2023-01-10 11:14:08+00:00,2023-01-10 10:00:00+00:00,"[4.40929, 51.89404]",WERKH,14846,244730196,POINT (4.40929 51.89404)
25918,2023-01-10 12:04:57+00:00,2023-01-10 11:00:00+00:00,"[4.38228, 51.8976]",WAAL,14847,229081000,POINT (4.38228 51.8976)
25919,2023-01-10 11:59:50+00:00,2023-01-10 11:00:00+00:00,"[4.40267, 51.8986]",WAAL,14847,229081000,POINT (4.40267 51.8986)
25920,2023-01-10 12:09:59+00:00,2023-01-10 11:00:00+00:00,"[4.39232, 51.89693]",WAAL,14848,257894000,POINT (4.39232 51.89693)
25926,2023-01-10 13:15:53+00:00,2023-01-10 12:00:00+00:00,"[4.07762, 51.97932]",PET8,14852,538004033,POINT (4.07762 51.97932)
25927,2023-01-10 13:10:42+00:00,2023-01-10 12:00:00+00:00,"[4.08882, 51.96925]",PET8,14852,538004033,POINT (4.08882 51.96925)
25928,2023-01-10 13:00:21+00:00,2023-01-10 12:00:00+00:00,"[4.0036, 51.97557]",AMALIA,14853,215079000,POINT (4.0036 51.97557)
25932,2023-01-10 13:36:20+00:00,2023-01-10 13:00:00+00:00,"[4.29437, 51.89752]",3PET,14856,403579000,POINT (4.29437 51.89752)
25933,2023-01-10 13:31:18+00:00,2023-01-10 13:00:00+00:00,"[4.30988, 51.89129]",3PET,14856,403579000,POINT (4.30988 51.89129)
25936,2023-01-10 14:16:55+00:00,2023-01-10 13:00:00+00:00,"[4.16969, 51.94415]",BRITH,14858,255801480,POINT (4.16969 51.94415)
25937,2023-01-10 14:11:45+00:00,2023-01-10 13:00:00+00:00,"[4.18364, 51.93711]",BRITH,14858,255801480,POINT (4.18364 51.93711)
25938,2023-01-10 14:06:38+00:00,2023-01-10 14:00:00+00:00,"[4.08425, 51.95814]",AMAZ,14859,209719000,POINT (4.08425 51.95814)
25941,2023-01-10 15:22:34+00:00,2023-01-10 14:00:00+00:00,"[4.11416, 51.96999]",BENE,14861,636014708,POINT (4.11416 51.96999)
25942,2023-01-10 15:22:42+00:00,2023-01-10 14:00:00+00:00,"[4.11416, 51.96999]",BENE,14861,636014708,POINT (4.11416 51.96999)
25953,2023-01-10 16:18:34+00:00,2023-01-10 15:00:00+00:00,"[4.08808, 51.96519]",AMALIA,14867,212814000,POINT (4.08808 51.96519)
25954,2023-01-10 16:08:33+00:00,2023-01-10 15:00:00+00:00,"[4.0505, 51.9679]",AMALIA,14867,212814000,POINT (4.0505 51.9679)
25963,2023-01-10 17:34:38+00:00,2023-01-10 16:00:00+00:00,"[4.08715, 51.97438]",EURO,14872,373068000,POINT (4.08715 51.97438)
25964,2023-01-10 17:39:38+00:00,2023-01-10 16:00:00+00:00,"[4.07421, 51.98157]",EURO,14872,373068000,POINT (4.07421 51.98157)
25967,2023-01-10 18:50:26+00:00,2023-01-10 17:00:00+00:00,"[4.07619, 51.98087]",EURO,14874,636022564,POINT (4.07619 51.98087)
25968,2023-01-10 18:45:32+00:00,2023-01-10 17:00:00+00:00,"[4.09013, 51.96933]",EURO,14874,636022564,POINT (4.09013 51.96933)
25970,2023-01-10 18:30:18+00:00,2023-01-10 18:00:00+00:00,"[4.09661, 51.97528]",5PET,14876,241770000,POINT (4.09661 51.97528)
25971,2023-01-10 18:30:13+00:00,2023-01-10 18:00:00+00:00,"[4.09661, 51.97528]",5PET,14876,241770000,POINT (4.09661 51.97528)
25979,2023-01-10 19:31:12+00:00,2023-01-10 19:00:00+00:00,"[4.09681, 51.97506]",BENE,14882,235068575,POINT (4.09681 51.97506)
25980,2023-01-10 20:06:30+00:00,2023-01-10 19:00:00+00:00,"[4.08581, 51.97271]",AMAZ,14883,636017994,POINT (4.08581 51.97271)
25981,2023-01-10 20:52:10+00:00,2023-01-10 21:00:00+00:00,"[4.39925, 51.89321]",PWAH,14884,304474000,POINT (4.39925 51.89321)
25983,2023-01-10 21:22:58+00:00,2023-01-10 20:00:00+00:00,"[4.19687, 51.93045]",BRITH,14886,248743000,POINT (4.19687 51.93045)
25984,2023-01-10 21:12:34+00:00,2023-01-10 21:00:00+00:00,"[4.22164, 51.9154]",BRITH,14886,248743000,POINT (4.22164 51.9154)
25985,2023-01-10 21:17:58+00:00,2023-01-10 20:00:00+00:00,"[4.4256, 51.90304]",WAAL,14887,246132000,POINT (4.4256 51.90304)
25986,2023-01-10 21:28:02+00:00,2023-01-10 20:00:00+00:00,"[4.3861, 51.89729]",WAAL,14887,246132000,POINT (4.3861 51.89729)
25994,2023-01-10 22:08:34+00:00,2023-01-10 22:00:00+00:00,"[4.07831, 51.96258]",EURO,14890,367606000,POINT (4.07831 51.96258)
25995,2023-01-10 22:08:40+00:00,2023-01-10 22:00:00+00:00,"[4.07831, 51.96258]",EURO,14890,367606000,POINT (4.07831 51.96258)
25996,2023-01-10 21:58:40+00:00,2023-01-10 21:00:00+00:00,"[4.14917, 51.95472]",CKVTTI,14891,565487000,POINT (4.14917 51.95472)
25997,2023-01-10 22:33:53+00:00,2023-01-10 22:00:00+00:00,"[4.1325, 51.96167]",CK7PET,14892,636018114,POINT (4.1325 51.96167)
25998,2023-01-10 22:33:55+00:00,2023-01-10 21:00:00+00:00,"[4.1325, 51.96167]",CK7PET,14892,636018114,POINT (4.1325 51.96167)
25999,2023-01-10 22:28:43+00:00,2023-01-10 21:00:00+00:00,"[4.14469, 51.95649]",CK7PET,14892,636018114,POINT (4.14469 51.95649)
26000,2023-01-10 22:33:49+00:00,2023-01-10 22:00:00+00:00,"[4.30928, 51.88761]",3PET,14893,257375000,POINT (4.30928 51.88761)
26001,2023-01-10 22:39:00+00:00,2023-01-10 22:00:00+00:00,"[4.3056, 51.89461]",3PET,14893,257375000,POINT (4.3056 51.89461)
26002,2023-01-10 22:54:20+00:00,2023-01-10 22:00:00+00:00,"[4.08966, 51.96668]",AMAZ,14894,229191000,POINT (4.08966 51.96668)
26008,2023-01-10 22:59:18+00:00,2023-01-10 22:00:00+00:00,"[4.38084, 51.89806]",PWAH,14897,563169400,POINT (4.38084 51.89806)
26009,2023-01-10 23:04:14+00:00,2023-01-10 22:00:00+00:00,"[4.36457, 51.89958]",PWAH,14897,563169400,POINT (4.36457 51.89958)
26012,2023-01-11 00:15:14+00:00,2023-01-10 23:00:00+00:00,"[4.1974, 51.92987]",7PET,14899,371394000,POINT (4.1974 51.92987)
26017,2023-01-11 02:12:14+00:00,2023-01-10 23:00:00+00:00,"[4.08692, 51.97205]",EURO,14903,255806368,POINT (4.08692 51.97205)
26018,2023-01-11 02:12:21+00:00,2023-01-11 01:00:00+00:00,"[4.08692, 51.97205]",EURO,14903,255806368,POINT (4.08692 51.97205)
26025,2023-01-11 04:24:18+00:00,2023-01-11 03:00:00+00:00,"[4.08762, 51.96948]",PET8,14908,248347000,POINT (4.08762 51.96948)
26026,2023-01-11 04:24:12+00:00,2023-01-11 03:00:00+00:00,"[4.08762, 51.96948]",PET8,14908,248347000,POINT (4.08762 51.96948)
26029,2023-01-11 04:04:20+00:00,2023-01-11 04:00:00+00:00,"[4.07904, 51.97895]",YANG,14910,305643000,POINT (4.07904 51.97895)
26038,2023-01-11 06:40:54+00:00,2023-01-11 06:00:00+00:00,"[4.2834, 51.90034]",BOTL,14915,314444000,POINT (4.2834 51.90034)
26039,2023-01-11 07:01:32+00:00,2023-01-11 06:00:00+00:00,"[4.0815, 51.95718]",YANG,14916,477963800,POINT (4.0815 51.95718)
26040,2023-01-11 07:42:17+00:00,2023-01-11 06:00:00+00:00,"[4.07877, 51.97873]",AMAZ,14917,563155500,POINT (4.07877 51.97873)
26041,2023-01-11 07:11:35+00:00,2023-01-11 05:00:00+00:00,"[4.06496, 51.94816]",AMAZ,14917,563155500,POINT (4.06496 51.94816)
26042,2023-01-11 07:32:03+00:00,2023-01-11 06:00:00+00:00,"[4.0849, 51.95933]",AMAZ,14917,563155500,POINT (4.0849 51.95933)
26045,2023-01-11 08:02:34+00:00,2023-01-11 07:00:00+00:00,"[4.08982, 51.96851]",MISS,14919,538006163,POINT (4.08982 51.96851)
26046,2023-01-11 07:57:23+00:00,2023-01-11 07:00:00+00:00,"[4.08497, 51.95537]",MISS,14919,538006163,POINT (4.08497 51.95537)
26048,2023-01-11 08:38:19+00:00,2023-01-11 08:00:00+00:00,"[4.10078, 51.97294]",CKMV,14921,636016034,POINT (4.10078 51.97294)
26049,2023-01-11 08:37:59+00:00,2023-01-11 08:00:00+00:00,"[4.10078, 51.97294]",CKMV,14921,636016034,POINT (4.10078 51.97294)
26050,2023-01-11 08:53:18+00:00,2023-01-11 08:00:00+00:00,"[4.32482, 51.89399]",1PET,14922,403638001,POINT (4.32482 51.89399)
26051,2023-01-11 08:53:19+00:00,2023-01-11 08:00:00+00:00,"[4.32482, 51.89399]",1PET,14922,403638001,POINT (4.32482 51.89399)
26052,2023-01-11 09:03:26+00:00,2023-01-11 08:00:00+00:00,"[4.18685, 51.93555]",CKVTTI,14923,353108000,POINT (4.18685 51.93555)
26053,2023-01-11 09:03:31+00:00,2023-01-11 08:00:00+00:00,"[4.18685, 51.93555]",CKVTTI,14923,353108000,POINT (4.18685 51.93555)
26054,2023-01-11 09:49:18+00:00,2023-01-11 09:00:00+00:00,"[4.28161, 51.90043]",3PET,14924,538006763,POINT (4.28161 51.90043)
26055,2023-01-11 09:44:19+00:00,2023-01-11 09:00:00+00:00,"[4.29918, 51.89626]",3PET,14924,538006763,POINT (4.29918 51.89626)
26056,2023-01-11 09:44:18+00:00,2023-01-11 09:00:00+00:00,"[4.05474, 51.94684]",AMAZ,14925,210281000,POINT (4.05474 51.94684)
26057,2023-01-11 10:19:35+00:00,2023-01-11 09:00:00+00:00,"[4.32474, 51.89366]",WAAL,14926,356673000,POINT (4.32474 51.89366)
26058,2023-01-11 10:04:32+00:00,2023-01-11 09:00:00+00:00,"[4.38619, 51.89749]",WAAL,14926,356673000,POINT (4.38619 51.89749)
26059,2023-01-11 10:35:42+00:00,2023-01-11 10:00:00+00:00,"[4.19298, 51.93255]",7PET,14927,248033000,POINT (4.19298 51.93255)
26060,2023-01-11 10:49:56+00:00,2023-01-11 09:00:00+00:00,"[4.1559, 51.95137]",7PET,14927,248033000,POINT (4.1559 51.95137)
26061,2023-01-11 10:49:54+00:00,2023-01-11 10:00:00+00:00,"[4.08868, 51.97111]",YANG,14928,636018700,POINT (4.08868 51.97111)
26062,2023-01-11 10:39:56+00:00,2023-01-11 10:00:00+00:00,"[4.06983, 51.9629]",YANG,14928,636018700,POINT (4.06983 51.9629)
26065,2023-01-11 11:35:17+00:00,2023-01-11 11:00:00+00:00,"[4.08373, 51.9597]",EURO,14930,255806430,POINT (4.08373 51.9597)
26066,2023-01-11 11:50:29+00:00,2023-01-11 11:00:00+00:00,"[4.05595, 51.98793]",EURO,14930,255806430,POINT (4.05595 51.98793)
26069,2023-01-11 11:30:13+00:00,2023-01-11 10:00:00+00:00,"[4.08635, 51.97402]",AMALIA,14932,219018271,POINT (4.08635 51.97402)
26076,2023-01-11 12:41:21+00:00,2023-01-11 12:00:00+00:00,"[4.08703, 51.96477]",6PET,14937,538003615,POINT (4.08703 51.96477)
26077,2023-01-11 12:41:23+00:00,2023-01-11 12:00:00+00:00,"[4.08703, 51.96477]",6PET,14937,538003615,POINT (4.08703 51.96477)
26091,2023-01-11 14:33:30+00:00,2023-01-11 14:00:00+00:00,"[4.38446, 51.8977]",FRISO,14944,212792000,POINT (4.38446 51.8977)
26093,2023-01-11 15:08:48+00:00,2023-01-11 14:00:00+00:00,"[4.29935, 51.89595]",BOTL,14946,563089500,POINT (4.29935 51.89595)
26094,2023-01-11 15:08:50+00:00,2023-01-11 14:00:00+00:00,"[4.29935, 51.89595]",BOTL,14946,563089500,POINT (4.29935 51.89595)
26098,2023-01-11 15:19:18+00:00,2023-01-11 14:00:00+00:00,"[3.99469, 51.95341]",AMALIA,14948,228038360,POINT (3.99469 51.95341)
26099,2023-01-11 16:30:02+00:00,2023-01-11 14:00:00+00:00,"[4.08857, 51.9732]",AMALIA,14948,228038360,POINT (4.08857 51.9732)
26102,2023-01-11 16:50:18+00:00,2023-01-11 16:00:00+00:00,"[4.40082, 51.89842]",WAAL,14950,229191000,POINT (4.40082 51.89842)
26103,2023-01-11 16:55:18+00:00,2023-01-11 16:00:00+00:00,"[4.07271, 51.98081]",LNG,14951,538009179,POINT (4.07271 51.98081)
26104,2023-01-11 16:55:07+00:00,2023-01-11 16:00:00+00:00,"[4.07271, 51.98081]",LNG,14951,538009179,POINT (4.07271 51.98081)
26105,2023-01-11 17:00:16+00:00,2023-01-11 16:00:00+00:00,"[4.0646, 51.98632]",LNG,14951,538009179,POINT (4.0646 51.98632)
26106,2023-01-11 17:00:12+00:00,2023-01-11 16:00:00+00:00,"[4.0646, 51.98632]",LNG,14951,538009179,POINT (4.0646 51.98632)
26108,2023-01-11 17:35:29+00:00,2023-01-11 17:00:00+00:00,"[4.29898, 51.8961]",2WH,14953,319591000,POINT (4.29898 51.8961)
26110,2023-01-11 18:01:05+00:00,2023-01-11 17:00:00+00:00,"[4.09021, 51.97683]",ELBE,14955,538007837,POINT (4.09021 51.97683)
26111,2023-01-11 17:56:21+00:00,2023-01-11 17:00:00+00:00,"[4.11059, 51.97051]",ELBE,14955,538007837,POINT (4.11059 51.97051)
26113,2023-01-11 18:32:02+00:00,2023-01-11 18:00:00+00:00,"[4.22527, 51.9081]",BRITH,14957,249673000,POINT (4.22527 51.9081)
26116,2023-01-11 19:02:31+00:00,2023-01-11 19:00:00+00:00,"[4.38788, 51.89746]",FRISO,14959,209078000,POINT (4.38788 51.89746)
26120,2023-01-11 19:12:31+00:00,2023-01-11 19:00:00+00:00,"[4.19627, 51.93086]",BRITH,14962,232045761,POINT (4.19627 51.93086)
26126,2023-01-11 20:23:30+00:00,2023-01-11 19:00:00+00:00,"[4.34565, 51.89709]",VULK,14966,219234000,POINT (4.34565 51.89709)
26127,2023-01-11 20:23:34+00:00,2023-01-11 19:00:00+00:00,"[4.34565, 51.89709]",VULK,14966,219234000,POINT (4.34565 51.89709)
26128,2023-01-11 20:08:13+00:00,2023-01-11 19:00:00+00:00,"[4.08584, 51.95996]",EURO,14967,636017306,POINT (4.08584 51.95996)
26129,2023-01-11 20:23:31+00:00,2023-01-11 19:00:00+00:00,"[4.08779, 51.97652]",EURO,14967,636017306,POINT (4.08779 51.97652)
26130,2023-01-11 20:53:42+00:00,2023-01-11 20:00:00+00:00,"[4.19958, 51.92852]",7PET,14968,247273700,POINT (4.19958 51.92852)
26131,2023-01-11 20:58:07+00:00,2023-01-11 21:00:00+00:00,"[4.18805, 51.93465]",7PET,14968,247273700,POINT (4.18805 51.93465)
26132,2023-01-11 20:58:49+00:00,2023-01-11 21:00:00+00:00,"[4.12954, 51.95101]",BENE,14969,230917000,POINT (4.12954 51.95101)
26140,2023-01-11 23:35:40+00:00,2023-01-11 23:00:00+00:00,"[4.41395, 51.90032]",MERWE,14974,304693000,POINT (4.41395 51.90032)
26147,2023-01-12 02:37:38+00:00,2023-01-12 00:00:00+00:00,"[4.08393, 51.976]",AMALIA,14980,352260000,POINT (4.08393 51.976)
26148,2023-01-12 02:37:42+00:00,2023-01-12 00:00:00+00:00,"[4.08393, 51.976]",AMALIA,14980,352260000,POINT (4.08393 51.976)
26149,2023-01-12 02:32:13+00:00,2023-01-12 00:00:00+00:00,"[4.0874, 51.96731]",AMALIA,14980,352260000,POINT (4.0874 51.96731)
26150,2023-01-12 02:37:36+00:00,2023-01-12 00:00:00+00:00,"[4.08393, 51.976]",AMALIA,14980,352260000,POINT (4.08393 51.976)
26151,2023-01-12 02:52:52+00:00,2023-01-12 03:00:00+00:00,"[4.03578, 51.97124]",YANG,14981,245088000,POINT (4.03578 51.97124)
26152,2023-01-12 02:52:57+00:00,2023-01-12 02:00:00+00:00,"[4.30186, 51.89679]",NMBOT,14982,219015298,POINT (4.30186 51.89679)
26155,2023-01-12 03:13:20+00:00,2023-01-12 03:00:00+00:00,"[4.17666, 51.94027]",CKVTTI,14984,257375000,POINT (4.17666 51.94027)
26156,2023-01-12 03:18:16+00:00,2023-01-12 02:00:00+00:00,"[4.16732, 51.94549]",CKVTTI,14984,257375000,POINT (4.16732 51.94549)
26157,2023-01-12 03:08:01+00:00,2023-01-12 02:00:00+00:00,"[4.08293, 51.97661]",PET8,14985,636016370,POINT (4.08293 51.97661)
26158,2023-01-12 03:02:55+00:00,2023-01-12 02:00:00+00:00,"[4.0876, 51.96878]",PET8,14985,636016370,POINT (4.0876 51.96878)
26159,2023-01-12 03:18:14+00:00,2023-01-12 02:00:00+00:00,"[4.07983, 51.97765]",YANG,14986,538002734,POINT (4.07983 51.97765)
26165,2023-01-12 04:23:54+00:00,2023-01-12 03:00:00+00:00,"[4.1989, 51.92855]",7PET,14991,241348000,POINT (4.1989 51.92855)
26166,2023-01-12 05:04:33+00:00,2023-01-12 03:00:00+00:00,"[4.13671, 51.95995]",7PET,14991,241348000,POINT (4.13671 51.95995)
26173,2023-01-12 05:59:58+00:00,2023-01-12 06:00:00+00:00,"[4.39917, 51.89813]",WAAL,14995,636022066,POINT (4.39917 51.89813)
26179,2023-01-12 07:00:19+00:00,2023-01-12 06:00:00+00:00,"[4.1441, 51.95754]",7PET,14999,256495000,POINT (4.1441 51.95754)
26180,2023-01-12 07:00:21+00:00,2023-01-12 06:00:00+00:00,"[4.1441, 51.95754]",7PET,14999,256495000,POINT (4.1441 51.95754)
26181,2023-01-12 07:35:55+00:00,2023-01-12 07:00:00+00:00,"[4.29111, 51.89797]",3PET,15000,538007535,POINT (4.29111 51.89797)
26182,2023-01-12 07:35:51+00:00,2023-01-12 07:00:00+00:00,"[4.29111, 51.89797]",3PET,15000,538007535,POINT (4.29111 51.89797)
26183,2023-01-12 08:16:41+00:00,2023-01-12 07:00:00+00:00,"[4.30188, 51.89647]",NMBOT,15001,257514000,POINT (4.30188 51.89647)
26184,2023-01-12 08:01:22+00:00,2023-01-12 07:00:00+00:00,"[4.35727, 51.89868]",NMBOT,15001,257514000,POINT (4.35727 51.89868)
26190,2023-01-12 08:52:04+00:00,2023-01-12 08:00:00+00:00,"[4.09169, 51.97671]",BENE,15005,403579000,POINT (4.09169 51.97671)
26191,2023-01-12 08:51:54+00:00,2023-01-12 08:00:00+00:00,"[4.09169, 51.97671]",BENE,15005,403579000,POINT (4.09169 51.97671)
26193,2023-01-12 08:52:06+00:00,2023-01-12 07:00:00+00:00,"[4.08196, 51.94833]",MISS,15007,538009043,POINT (4.08196 51.94833)
26194,2023-01-12 09:07:11+00:00,2023-01-12 07:00:00+00:00,"[4.08762, 51.96817]",MISS,15007,538009043,POINT (4.08762 51.96817)
26195,2023-01-12 09:12:14+00:00,2023-01-12 07:00:00+00:00,"[4.08241, 51.97701]",MISS,15007,538009043,POINT (4.08241 51.97701)
26209,2023-01-12 11:38:55+00:00,2023-01-12 10:00:00+00:00,"[4.08727, 51.96693]",AMALIA,15015,211779000,POINT (4.08727 51.96693)
26210,2023-01-12 11:23:43+00:00,2023-01-12 10:00:00+00:00,"[4.04787, 51.9681]",AMALIA,15015,211779000,POINT (4.04787 51.9681)
26216,2023-01-12 12:24:39+00:00,2023-01-12 10:00:00+00:00,"[4.08772, 51.97314]",AMAZ,15019,218851000,POINT (4.08772 51.97314)
26217,2023-01-12 12:24:35+00:00,2023-01-12 11:00:00+00:00,"[4.08772, 51.97314]",AMAZ,15019,218851000,POINT (4.08772 51.97314)
26218,2023-01-12 12:54:58+00:00,2023-01-12 13:00:00+00:00,"[4.1656, 51.94677]",CKVTTI,15020,305178000,POINT (4.1656 51.94677)
26219,2023-01-12 13:20:01+00:00,2023-01-12 13:00:00+00:00,"[4.09053, 51.97717]",CKVTTI,15020,305178000,POINT (4.09053 51.97717)
26222,2023-01-12 13:20:00+00:00,2023-01-12 13:00:00+00:00,"[4.16798, 51.94527]",CKBRUG,15022,563483000,POINT (4.16798 51.94527)
26223,2023-01-12 13:04:54+00:00,2023-01-12 13:00:00+00:00,"[4.20869, 51.92365]",CKBRUG,15022,563483000,POINT (4.20869 51.92365)
26224,2023-01-12 13:35:04+00:00,2023-01-12 12:00:00+00:00,"[4.08877, 51.96725]",EURO,15023,212637000,POINT (4.08877 51.96725)
26256,2023-01-12 18:24:22+00:00,2023-01-12 18:00:00+00:00,"[4.22072, 51.91626]",BRITH,15040,249679000,POINT (4.22072 51.91626)
26257,2023-01-12 18:03:50+00:00,2023-01-12 17:00:00+00:00,"[4.14266, 51.95671]",CK7PET,15041,538005863,POINT (4.14266 51.95671)
26258,2023-01-12 17:58:55+00:00,2023-01-12 17:00:00+00:00,"[4.15722, 51.95065]",CK7PET,15041,538005863,POINT (4.15722 51.95065)
26264,2023-01-12 18:44:38+00:00,2023-01-12 18:00:00+00:00,"[4.40148, 51.89076]",PWAH,15046,255805553,POINT (4.40148 51.89076)
26265,2023-01-12 19:20:00+00:00,2023-01-12 19:00:00+00:00,"[4.22143, 51.91515]",BRITH,15047,249671000,POINT (4.22143 51.91515)
26266,2023-01-12 19:19:53+00:00,2023-01-12 18:00:00+00:00,"[4.22143, 51.91515]",BRITH,15047,249671000,POINT (4.22143 51.91515)
26267,2023-01-12 19:20:01+00:00,2023-01-12 19:00:00+00:00,"[4.09386, 51.97479]",BENE,15048,235068575,POINT (4.09386 51.97479)
26271,2023-01-12 19:34:59+00:00,2023-01-12 19:00:00+00:00,"[4.2992, 51.89586]",STLAU,15051,538008705,POINT (4.2992 51.89586)
26272,2023-01-12 19:35:01+00:00,2023-01-12 18:00:00+00:00,"[4.2992, 51.89586]",STLAU,15051,538008705,POINT (4.2992 51.89586)
26275,2023-01-12 19:39:52+00:00,2023-01-12 19:00:00+00:00,"[4.11611, 51.96778]",BENE,15053,244980000,POINT (4.11611 51.96778)
26277,2023-01-12 20:50:42+00:00,2023-01-12 20:00:00+00:00,"[4.15934, 51.9501]",BRITH,15055,248743000,POINT (4.15934 51.9501)
26278,2023-01-12 20:30:14+00:00,2023-01-12 19:00:00+00:00,"[4.21493, 51.92098]",BRITH,15055,248743000,POINT (4.21493 51.92098)
26279,2023-01-12 20:45:30+00:00,2023-01-12 20:00:00+00:00,"[4.41148, 51.90069]",WAAL,15056,249579000,POINT (4.41148 51.90069)
26280,2023-01-12 20:45:29+00:00,2023-01-12 20:00:00+00:00,"[4.41148, 51.90069]",WAAL,15056,249579000,POINT (4.41148 51.90069)
26281,2023-01-12 20:10:03+00:00,2023-01-12 20:00:00+00:00,"[4.09004, 51.97213]",6PET,15057,538010210,POINT (4.09004 51.97213)
26285,2023-01-12 21:36:14+00:00,2023-01-12 21:00:00+00:00,"[4.13635, 51.96067]",5PET,15060,538005809,POINT (4.13635 51.96067)
26286,2023-01-12 21:36:20+00:00,2023-01-12 21:00:00+00:00,"[4.13635, 51.96067]",5PET,15060,538005809,POINT (4.13635 51.96067)
26290,2023-01-12 22:37:19+00:00,2023-01-12 20:00:00+00:00,"[4.08741, 51.96813]",EURO,15063,219080000,POINT (4.08741 51.96813)
26291,2023-01-12 22:37:18+00:00,2023-01-12 20:00:00+00:00,"[4.08741, 51.96813]",EURO,15063,219080000,POINT (4.08741 51.96813)
26292,2023-01-12 22:52:21+00:00,2023-01-12 22:00:00+00:00,"[4.40654, 51.89955]",WAAL,15064,248940000,POINT (4.40654 51.89955)
26293,2023-01-12 22:57:17+00:00,2023-01-12 22:00:00+00:00,"[4.38237, 51.89806]",WAAL,15064,248940000,POINT (4.38237 51.89806)
