device_mmsi,Lenght,Width,Type
244110381,12,4,other
244131369,110,12,tanker
636018145,193,28,cargo
244129033,13,4,sailing
219018864,399,60,cargo
205376090,110,14,tanker
244679599,23.5,6.5,other
244030181,80,18,cargo
228430700,23,7,other
211612900,100,10,tanker
255804940,162,28,tanker
636012871,183,32,cargo
244750355,85,10,cargo
244016802,11,4,other
215857000,398,54,cargo
566780000,233,33,cargo
636021562,336,60,tanker
244153296,10,2,sailing
370084000,120,19,tanker
244670520,21,7,other
211549350,85,10,tanker
244659000,24,6,other
244011115,17,5,other
211410880,96,10,cargo
319377000,182,32,tanker
244790012,14,5,sailing
258006930,101,17,cargo
244790210,16,4,sailing
215909000,100,16,tanker
244181139,10,3,sailing
352001292,142,22,tanker
205240890,135,23,other
636018043,209,26,cargo
244690348,51,9,other
314720000,82,10,cargo
244700714,135,12,tanker
244660400,110,12,cargo
636019352,190,29,cargo
244660114,110,12,tanker
244740742,80,9,cargo
538007314,178,29,cargo
244790365,12,3,other
244745719,13,4,sailing
212777000,135,22,cargo
563172100,274,48,tanker
244090305,12,4,sailing
244670873,80,10,cargo
244170587,63,8,other
244620959,110,12,cargo
205258000,24,7,other
244750191,12,4,other
244138927,110,12,tanker
246461000,13,4,other
244820248,11,4,other
244740573,13,4,sailing
244730148,110,12,other
613889000,82,13,cargo
245179000,139,44,other
563105300,183,32,tanker
244790265,34,7,other
244710560,85,8,cargo
244670140,84,9,other
244729089,110,12,tanker
244750151,110,11,cargo
244810886,14,4,sailing
538006369,100,18,tanker
538005503,199,35,cargo
244650992,110,12,cargo
305799000,146,18,cargo
636020543,400,61,cargo
563090400,366,48,cargo
636022010,137,20,tanker
244670841,110,11,cargo
244615821,20,5,other
244100549,110,9,cargo
211432910,10,3,sailing
244750799,10,4,other
374233000,190,32,cargo
538003760,289,45,cargo
244870674,88,11,cargo
244710271,55,7,cargo
244660353,80,11,cargo
305055000,139,22,cargo
374538000,109,19,cargo
314258000,73,9,cargo
636019384,183,32,tanker
636015650,225,32,cargo
244357000,135,22,cargo
354505000,294,32,cargo
244710609,12,4,sailing
244013555,11,4,sailing
244010670,15,5,other
244314949,12,4,sailing
244020493,12,4,other
244070415,22,6,other
538005250,91,22,other
244057665,14,6,other
244260122,14,4,sailing
212979000,90,15,cargo
244131479,60,7,other
232017739,19,6,other
538008798,245,42,tanker
209078000,138,22,cargo
244650983,80,10,other
257497000,190,32,cargo
238020000,250,44,other
244710829,31,6,other
304081024,152,21,cargo
305748000,90,13,cargo
244216000,32,12,other
245282000,43,10,other
244090652,13,4,other
232021966,33,15,other
636092212,270,40,cargo
244437024,12,3,other
219812000,83,20,cargo
203249071,15,4,sailing
244780833,55,7,other
244710157,110,14,tanker
255806227,103,16,tanker
255806086,158,23,cargo
244650919,80,10,other
244660287,110,12,cargo
211320360,0,0,other
244315946,110,12,tanker
311000704,0,0,other
244700604,182,15,cargo
244770363,215,12,other
244690587,73,9,cargo
211694420,110,12,tanker
244770951,11,4,other
311000337,274,48,tanker
205930210,13,4,other
210803000,90,14,cargo
244090250,14,4,other
211493560,111,13,tanker
356429000,400,61,cargo
244690475,25,5,tanker
247229700,252,32,other
245072000,88,12,cargo
244740933,100,10,other
244780902,186,12,cargo
538007496,165,24,tanker
311001015,173,29,cargo
538008665,183,32,tanker
305929000,88,19,cargo
372295000,132,21,cargo
205118000,210,30,cargo
304068000,36,12,other
538009608,229,32,tanker
244650912,58,7,other
205374090,110,10,other
319070500,275,48,tanker
244013156,12,4,sailing
259894000,164,23,tanker
305069000,90,15,cargo
244050482,12,4,sailing
636017745,292,45,cargo
244630706,110,12,tanker
244670540,7,2,other
246566000,35,12,other
259372000,124,20,tanker
244116928,10,3,other
244020589,86,10,tanker
244670934,42,6,cargo
244129230,12,4,other
257722000,250,46,tanker
244615554,8,3,other
626213000,152,24,tanker
229262000,120,18,tanker
636018115,189,32,cargo
538005705,180,32,cargo
636017837,159,25,tanker
244710001,39,5,cargo
247431600,183,27,tanker
269057642,110,12,other
244730082,11,4,sailing
538003904,289,45,cargo
244630609,13,4,sailing
244128258,15,6,other
244212000,36,7,other
244730402,86,9,other
311035400,189,29,cargo
431349000,198,32,cargo
205529290,110,12,tanker
244058883,10,3,sailing
636017382,200,32,cargo
374052000,299,50,cargo
244070133,12,4,sailing
244010927,172,23,cargo
432935000,300,52,tanker
211367550,125,11,tanker
564575000,368,51,cargo
226044000,184,27,tanker
567017000,199,32,cargo
211496350,110,12,tanker
244274000,21,6,other
244740115,55,7,cargo
209645000,88,19,other
211432650,11,4,sailing
219374000,102,20,tanker
244670311,55,7,other
636021582,183,32,tanker
244130477,110,12,tanker
244000152,110,12,tanker
247422700,128,19,tanker
205252790,110,10,other
205270400,10,3,sailing
248546000,199,32,cargo
244010754,42,9,cargo
244670103,86,10,tanker
219578000,399,60,cargo
244730137,0,8,cargo
244660198,88,10,other
261091030,35,11,other
257947000,120,16,cargo
211828740,12,4,sailing
244730460,105,9,other
261183460,0,0,other
244660738,29,5,other
244700487,0,0,other
477047900,184,33,tanker
563073500,366,51,cargo
215610000,332,52,other
244790606,111,17,cargo
244830512,135,18,other
636019915,229,32,cargo
244870733,11,5,sailing
244700756,86,10,cargo
566915000,183,32,tanker
244187103,9,3,other
231800000,89,14,cargo
211679300,13,4,sailing
249518000,32,13,other
244100156,16,5,other
538003523,229,33,tanker
477327300,299,50,tanker
226003450,75,5,cargo
249982000,330,48,cargo
211807930,11,4,sailing
244014719,104,13,cargo
305181000,88,12,cargo
538007536,182,27,tanker
636092997,174,27,cargo
636020835,228,42,other
636092783,300,46,cargo
244030837,12,4,sailing
215211000,104,17,tanker
244620889,135,15,cargo
245995000,99,14,cargo
246756000,10,4,other
257729000,127,20,tanker
244015120,10,3,other
205278290,110,12,cargo
244000336,125,12,tanker
227658945,12,4,sailing
244660098,105,11,cargo
205206930,11,4,other
244060875,24,6,cargo
211216720,86,10,tanker
244010955,110,12,tanker
538006503,183,32,tanker
636021012,328,48,cargo
244750538,16,5,other
244442000,12,3,other
215195000,399,54,cargo
205253090,110,23,cargo
244100762,12,4,other
235100108,24,8,cargo
211512080,85,10,tanker
211183280,106,10,cargo
205217290,110,15,tanker
309368000,239,42,tanker
255806077,301,40,cargo
244002111,11,4,sailing
244670466,125,12,other
244670236,214,12,other
205430790,110,12,tanker
265023000,183,32,tanker
372724000,336,46,cargo
403638001,183,35,tanker
255806335,366,51,cargo
244770200,13,4,other
265019470,10,3,sailing
205289590,110,12,cargo
305598000,146,18,cargo
244792000,20,5,other
244820603,10,4,other
538005405,184,27,tanker
636018736,244,42,cargo
218179000,72,11,cargo
244006327,110,14,tanker
244002421,3,1,sailing
265413000,170,24,cargo
636018820,229,36,cargo
244279000,168,26,cargo
244890642,14,4,other
244830924,28,10,other
257125260,12,4,sailing
232033969,11,6,sailing
211335500,13,4,sailing
636020868,279,40,cargo
416071000,400,62,cargo
352986134,179,30,cargo
240244000,250,44,tanker
538003962,183,32,tanker
244087023,11,4,sailing
244750242,73,8,cargo
244186119,10,3,sailing
244690435,80,9,cargo
244690232,12,4,sailing
244710022,58,7,other
211306860,11,3,sailing
205273170,18,5,sailing
244660225,76,11,other
244660835,11,4,sailing
244750117,35,7,other
244020336,15,4,other
205503190,105,9,cargo
244690301,135,12,cargo
244615698,28,10,other
563135500,149,23,cargo
304036000,88,13,cargo
244790316,10,4,other
255735000,100,17,tanker
248219000,59,15,other
370453000,228,32,cargo
352001266,200,32,cargo
244730614,110,11,tanker
244810668,17,5,other
563157500,180,30,cargo
244740129,21,6,other
636018671,250,44,tanker
314583000,90,13,cargo
538008664,183,32,tanker
244700798,55,7,other
244050097,10,3,sailing
211522800,12,4,sailing
244650228,110,11,tanker
244050393,11,4,other
244850241,11,4,other
211513250,86,11,tanker
212770000,299,50,tanker
249903000,129,30,other
244110937,0,0,sailing
246276000,0,0,other
574005010,141,24,tanker
244727025,15,5,other
244077896,10,3,sailing
244094246,110,12,tanker
244630003,81,10,cargo
246666000,119,14,cargo
227051000,0,0,sailing
245665000,39,8,other
244770868,11,4,other
211504720,110,12,tanker
211511410,135,12,cargo
218858000,89,12,cargo
211147940,11,4,sailing
244660482,67,7,tanker
314188000,88,13,cargo
211735640,55,7,other
235009349,13,4,sailing
244170524,30,11,other
244076766,19,4,other
244030310,8,3,other
246774000,30,10,other
244630019,86,12,tanker
636092879,256,37,cargo
244201000,151,23,cargo
244100560,12,1,sailing
244660996,86,11,cargo
211113370,11,4,sailing
352980788,400,62,cargo
636020446,333,60,tanker
352001467,129,20,tanker
211812030,11,4,other
373689000,228,35,cargo
210101000,150,24,cargo
229561000,143,21,tanker
211471210,100,10,other
636019163,161,25,cargo
235112064,16,6,other
538005865,159,27,tanker
319120100,185,32,tanker
255803470,267,35,cargo
231856000,88,13,cargo
244780537,18,4,other
244024681,17,5,other
538008314,333,60,tanker
219018272,115,17,tanker
244110958,10,4,other
257662290,14,4,other
244860549,83,18,cargo
241520000,336,60,tanker
226015110,82,9,cargo
253242379,86,11,tanker
636022143,229,37,cargo
566954000,398,51,cargo
205329110,6,4,other
244670047,80,9,cargo
563152100,292,45,cargo
244620381,6,3,other
375143000,73,11,other
244660260,72,10,tanker
205548790,85,6,cargo
244620628,135,15,tanker
270794000,10,3,sailing
257323000,190,32,cargo
244001909,135,15,tanker
229922000,119,17,tanker
247322500,180,32,tanker
211494290,14,3,sailing
244660611,16,3,other
636020830,228,32,cargo
211383020,186,10,cargo
229353000,180,32,tanker
636019203,147,24,tanker
538008311,333,60,tanker
244740449,110,11,other
244740404,110,14,tanker
244700033,16,5,other
538090451,200,30,cargo
566583000,184,27,tanker
231251000,82,12,cargo
304050840,96,14,other
255806505,152,24,cargo
245546000,168,25,cargo
275504000,90,14,cargo
244670191,190,23,cargo
269021000,161,25,cargo
211346920,10,0,other
244670246,110,10,tanker
240716000,183,32,tanker
244670212,14,4,other
211649550,135,15,tanker
244660749,106,12,cargo
244700333,77,7,cargo
244128562,80,10,cargo
244110755,12,4,other
244750019,122,22,cargo
244010774,112,12,tanker
244000068,13,4,sailing
244660546,85.5,10,cargo
244770213,10,4,other
636020397,190,34,cargo
246854000,89,13,cargo
305741000,151,23,cargo
636093058,49,14,other
636091985,188,32,cargo
304080000,135,23,cargo
538009847,333,60,tanker
211494200,111,11,tanker
244020431,11,4,other
244670357,70,11,tanker
248298000,183,32,tanker
371563000,199,32,cargo
244129046,11,4,sailing
636020327,334,43,cargo
244750858,0,0,sailing
244670671,26,6,cargo
244768000,111,14,cargo
205365290,110,12,cargo
244810911,10,3,other
538006788,62,17,cargo
319468000,177,31,tanker
419746000,228,32,tanker
257351000,184,32,tanker
538007606,400,59,cargo
244790047,111,17,cargo
205370290,110,11,cargo
244660600,80,8,cargo
211226350,11,4,sailing
244383037,12,4,sailing
211530930,110,12,tanker
244670524,12,4,other
211547100,95,12,tanker
244780602,29,7,other
477326100,229,31,cargo
245465000,99,12,cargo
258310000,90,16,tanker
244860693,22,4,other
256066000,100,15,tanker
244371587,14,5,other
244801520,11,3,sailing
244100297,10,3,sailing
257077560,90,15,cargo
211470760,12,4,sailing
244025288,11,4,sailing
538004034,274,48,tanker
244070829,13,4,other
244316022,110,12,tanker
211358540,105,11,cargo
244740273,85,9,cargo
256007000,147,22,cargo
255806262,183,32,tanker
477023600,190,32,cargo
244650996,65,9,cargo
244630035,110,11,cargo
244010797,4,15,other
244602000,40,7,sailing
244700512,110,12,cargo
244690576,68,7,cargo
219028113,16,5,sailing
538008845,260,32,cargo
244100479,11,4,sailing
205644000,67,15,other
538008915,274,48,tanker
244087198,11,6,sailing
244700961,55,7,cargo
244727896,14,5,other
244391082,10,3,sailing
636018268,195,32,cargo
244630541,135,11,other
244000242,12,4,other
636019269,80,16,other
244010223,10,3,sailing
257199000,170,26,tanker
538009884,212,30,cargo
205259870,10,3,other
220635000,183,32,tanker
245815000,80,10,cargo
211545370,14,4,sailing
244690367,110,12,tanker
538005680,183,32,tanker
211275880,9,1,tanker
538004245,190,23,cargo
244010042,110,13,tanker
563049000,145,23,tanker
244690298,186,24,cargo
636020295,229,32,cargo
244010931,170,10,cargo
244127521,10,6,other
244105179,11,4,sailing
244830610,13,5,sailing
205397800,0,0,sailing
636021874,275,48,tanker
246512000,109,14,cargo
265764760,12,4,sailing
244020158,13,4,other
538009294,229,32,cargo
305533000,133,23,cargo
256104000,299,48,cargo
244670563,96,13,other
209275000,117,20,tanker
244660253,60,7,tanker
244710387,135,12,cargo
219014000,183,32,tanker
244710011,110,6,cargo
244790537,10,4,other
256793000,88,13,cargo
563087300,180,32,tanker
636016360,145,25,tanker
310755000,290,46,tanker
211394690,144,9,cargo
244650739,135,14,cargo
211610250,12,4,other
310669000,285,44,tanker
241365000,290,46,tanker
244615631,12,4,other
244820145,28,10,other
244850275,135,14,cargo
538008368,183,32,tanker
244670658,135,13,tanker
244336000,91,16,cargo
269057355,135,15,tanker
244700788,110,12,other
205263000,24,7,other
244670675,13,4,sailing
255806130,116,17,cargo
249879000,88,13,cargo
244370438,10,3,sailing
244700853,67,8,tanker
356672000,292,45,cargo
357299000,149,24,tanker
244066700,9,2,other
305434000,147,23,cargo
209384000,292,45,cargo
244250004,9,3,sailing
244660277,73,9,cargo
205354090,110,12,cargo
244002268,12,4,other
244870311,208,32,cargo
257897000,183,32,tanker
244700500,70,6,cargo
636091782,129,16,tanker
235070418,26,9,other
244020530,85,9,tanker
636021030,294,45,tanker
235091028,0,0,sailing
205546690,135,18,tanker
209720000,112,15,cargo
244721344,13,4,other
319131300,277,48,tanker
244060388,10,3,other
23399890,17,8,other
244650981,80,9,cargo
403698000,229,32,cargo
205795000,171,26,cargo
211169620,105,10,cargo
244620986,70,7,cargo
375115000,90,15,cargo
209246258,0,0,other
244246000,81,12,cargo
244670756,136,12,other
244690375,82,11,tanker
244084308,9,2,other
563231000,398,51,cargo
477348500,304,40,cargo
244106013,12,4,other
538003032,228,31,tanker
244810101,7,3,other
211511740,110,12,other
244780459,184,22,other
246187000,32,7,other
211694030,20,6,other
636014595,189,32,cargo
440269000,200,32,cargo
372092000,200,32,cargo
244780289,15,4,sailing
210422000,84,19,other
219026463,16,0,other
248247000,300,40,cargo
538005869,184,28,tanker
244139932,13,4,other
244393915,10,4,sailing
219825000,197,26,cargo
244630717,184,12,cargo
305198000,81,12,cargo
636017045,210,30,cargo
244060679,12,4,sailing
244710819,90,11,cargo
636092930,304,40,cargo
538008593,263,32,cargo
244870342,0,0,sailing
244087000,28,8,other
244780802,20,6,other
248159000,183,32,tanker
244750224,110,12,cargo
244620848,190,12,cargo
203326200,23,6,other
244650752,110,12,tanker
246695000,175,26,other
244010731,110,12,other
205546490,80,9,cargo
245311000,16,4,other
244620639,12,4,other
538005475,277,50,tanker
304374000,155,25,cargo
257089140,277,46,tanker
244001443,10,3,sailing
244015882,10,3,sailing
311000627,299,50,tanker
244070492,12,4,sailing
518998507,58,16,cargo
311000334,274,48,tanker
227739000,13,4,sailing
209351000,299,50,tanker
244650756,82,10,cargo
244375520,7,3,sailing
636092901,224,32,cargo
244013040,9,3,sailing
255801260,119,18,tanker
211510150,106,12,other
354654000,400,59,cargo
305542000,25,11,other
244850582,12,4,other
244620890,110,11,tanker
244790043,110,12,other
244100222,63,7,cargo
477854300,183,32,tanker
244090193,11,4,other
244770955,11,3,other
241604000,250,44,tanker
205319790,110,12,cargo
244690993,86,10,tanker
244001522,8,4,other
538007927,225,32,cargo
353069000,150,25,tanker
341412000,80,12,cargo
244790630,13,4,sailing
538007353,190,23,cargo
205542290,110,12,other
218850000,333,48,cargo
211247230,15,4,other
227135330,10,3,sailing
244670112,40,10,cargo
245370000,27,6,other
538008273,199,32,cargo
563102000,223,32,cargo
538003325,129,20,tanker
244730751,80,9,other
244123003,14,5,other
244890053,10,5,sailing
244690695,110,12,tanker
538004169,330,60,tanker
218361000,335,42,cargo
